Program Version:,EnergyPlus, Version 8.7.0-78a111df4a, YMD=2019.06.21 03:08
,Air to Air Heat Recovery for Heating,0.00,
,High-Temperature Geothermal*,0.00,
,Solar Water Thermal,0.00,
,Solar Air Thermal,0.00,
,Total On-Site Thermal Sources,0.00,


Water Source Summary

,,Water [m3],Percent Water [%]
,Rainwater Collection,0.00,-
,Condensate Collection,0.00,-
,Groundwater Well,0.00,-
,Total On Site Water Sources,0.00,-
,-,-,-
,Initial Storage,0.00,-
,Final Storage,0.00,-
,Change in Storage,0.00,-
,-,-,-
,Water Supplied by Utility,0.00,-
,-,-,-
,Total On Site, Change in Storage, and Utility Water Sources,0.00,-
,Total Water End Uses,0.00,-


Setpoint Not Met Criteria

,,Degrees [deltaC]
,Tolerance for Zone Heating Setpoint Not Met Time,0.20
,Tolerance for Zone Cooling Setpoint Not Met Time,0.20


Comfort and Setpoint Not Met Summary

,,Facility [Hours]
,Time Setpoint Not Met During Occupied Heating,0.00
,Time Setpoint Not Met During Occupied Cooling,193.00
,Time Not Comfortable Based on Simple ASHRAE 55-2004,2874.67


Note 1: An asterisk (*) indicates that the feature is not yet implemented.
----------------------------------------------------------------------------------------------------
REPORT:,Input Verification and Results Summary
FOR:,Entire Facility
General

,,Value
,Program Version and Build,EnergyPlus, Version 8.7.0-78a111df4a, YMD=2019.06.21 03:08
,RunPeriod,RUN PERIOD 1
,Weather File,Chongqing Shapingba Chongqing CHN CSWD WMO#=575160
,Latitude [deg],29.58
,Longitude [deg],106.47
,Elevation [m],259.10
,Time Zone,8.00
,North Axis Angle [deg],61.91
,Rotation for Appendix G [deg],0.00
,Hours Simulated [hrs],8760.00


ENVELOPE
Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [m2],772.56,186.48,199.80,186.48,199.80
,Above Ground Wall Area [m2],772.56,186.48,199.80,186.48,199.80
,Window Opening Area [m2],0.00,0.00,0.00,0.00,0.00
,Gross Window-Wall Ratio [%],0.00,0.00,0.00,0.00,0.00
,Above Ground Window-Wall Ratio [%],0.00,0.00,0.00,0.00,0.00


Conditioned Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [m2],772.56,186.48,199.80,186.48,199.80
,Above Ground Wall Area [m2],772.56,186.48,199.80,186.48,199.80
,Window Opening Area [m2],0.00,0.00,0.00,0.00,0.00
,Gross Window-Wall Ratio [%],0.00,0.00,0.00,0.00,0.00
,Above Ground Window-Wall Ratio [%],0.00,0.00,0.00,0.00,0.00


Skylight-Roof Ratio

,,Total
,Gross Roof Area [m2],302.40
,Skylight Area [m2],0.00
,Skylight-Roof Ratio [%],0.00


PERFORMANCE
Zone Summary

,,Area [m2],Conditioned (Y/N),Part of Total Floor Area (Y/N),Volume [m3],Multipliers,Above Ground Gross Wall Area [m2],Underground Gross Wall Area [m2],Window Glass Area [m2],Opening Area [m2],Lighting [W/m2],People [m2 per person],Plug and Process [W/m2]
,THERMAL ZONE: SPACE 101,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 102,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 103,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 104,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 105,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 106,43.20,Yes,Yes,159.84,1.00,17.76,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 107,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 108,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 109,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 110,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 111,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 201,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 202,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 203,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 204,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 205,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 206,43.20,Yes,Yes,159.84,1.00,17.76,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 207,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 208,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 209,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 210,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 211,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 301,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 302,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 303,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 304,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 305,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 306,43.20,Yes,Yes,159.84,1.00,17.76,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 307,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 308,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 309,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 310,25.92,Yes,Yes,95.90,1.00,13.32,0.00,0.00,0.00,9.0000,4.00,5.0000
,THERMAL ZONE: SPACE 311,25.92,Yes,Yes,95.90,1.00,39.96,0.00,0.00,0.00,9.0000,4.00,5.0000
,Total,907.20,,,3356.64,,772.56,0.00,0.00,0.00,9.0000,4.00,5.0000
,Conditioned Total,907.20,,,3356.64,,772.56,0.00,0.00,0.00,9.0000,4.00,5.0000
,Unconditioned Total,0.00,,,0.00,,0.00,0.00,0.00,0.00,,,
,Not Part of Total,0.00,,,0.00,,0.00,0.00,0.00,0.00,,,


----------------------------------------------------------------------------------------------------
REPORT:,Demand End Use Components Summary
FOR:,Entire Facility
End Uses

,,Electricity [W],Natural Gas [W],Propane [W],District Cooling [W],Steam [W],Water [m3/s]
,Time of Peak,29-DEC-09:09,-,-,-,-,-
,Heating,34471.24,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,7756.56,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,4309.20,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,418.48,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,46955.49,0.00,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [W],Natural Gas [W],Propane [W],District Cooling [W],Steam [W],Water [m3/s]
,Heating,General,34471.24,0.00,0.00,0.00,0.00,0.00
,Cooling,General,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,General,7756.56,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,General,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,General,4309.20,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,General,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,Ventilation (simple),35.77,0.00,0.00,0.00,0.00,0.00
,,General,382.72,0.00,0.00,0.00,0.00,0.00
,Pumps,General,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,General,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,General,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,General,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,General,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,General,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,General,0.00,0.00,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Source Energy End Use Components Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Source Energy End Use Components Summary

,,Source Electricity [kWh],Source Natural Gas [kWh],Source Additional Fuel [kWh],Source District Cooling [kWh],Source District Heating [kWh]
,Heating,29482.94,0.00,0.00,0.00,0.00
,Cooling,81191.82,0.00,0.00,0.00,0.00
,Interior Lighting,58401.41,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,32445.23,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00
,Fans,1657.96,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,203179.35,0.00,0.00,0.00,0.00


Normalized Metrics
Source Energy End Use Components Per Conditioned Floor Area

,,Source Electricity [kWh/m2],Source Natural Gas [kWh/m2],Source Additional Fuel [kWh/m2],Source District Cooling [kWh/m2],Source District Heating [kWh/m2]
,Heating,32.50,0.00,0.00,0.00,0.00
,Cooling,89.50,0.00,0.00,0.00,0.00
,Interior Lighting,64.38,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,35.76,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00
,Fans,1.83,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,223.96,0.00,0.00,0.00,0.00


Source Energy End Use Components Per Total Floor Area

,,Source Electricity [kWh/m2],Source Natural Gas [kWh/m2],Source Additional Fuel [kWh/m2],Source District Cooling [kWh/m2],Source District Heating [kWh/m2]
,Heating,32.50,0.00,0.00,0.00,0.00
,Cooling,89.50,0.00,0.00,0.00,0.00
,Interior Lighting,64.38,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,35.76,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00
,Fans,1.83,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,223.96,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Climatic Data Summary
FOR:,Entire Facility
SizingPeriod:DesignDay

,,Maximum Dry Bulb [C],Daily Temperature Range [deltaC],Humidity Value,Humidity Type,Wind Speed [m/s],Wind Direction
,ANN HTG 99.6% CONDNS DB,-2.20,5.00,-2.20,Wetbulb [C],1.60,20.00
,ANN CLG 4% CONDNS DB =>MWB,35.70,6.30,27.60,Wetbulb [C],3.30,220.00


Weather Statistics File

,,Value
,None,


----------------------------------------------------------------------------------------------------
REPORT:,Envelope Summary
FOR:,Entire Facility
Opaque Exterior

,,Construction,Reflectance,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Net Area [m2],Azimuth [deg],Tilt [deg],Cardinal Direction
,SOUTHWALL 101,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,WESTWALL 101,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,331.91,90.00,N
,SURFACE 12,EXTERIOR FLOOR,0.30,0.305,0.321,25.92,25.92,61.91,180.00,
,SOUTHWALL 102,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,SURFACE 18,EXTERIOR FLOOR,0.30,0.305,0.321,25.92,25.92,61.91,180.00,
,SOUTHWALL 103,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,SURFACE 24,EXTERIOR FLOOR,0.30,0.305,0.321,25.92,25.92,61.91,180.00,
,SOUTHWALL 104,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,SURFACE 30,EXTERIOR FLOOR,0.30,0.305,0.321,25.92,25.92,61.91,180.00,
,EASTWALL 105,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,151.91,90.00,S
,SOUTHWALL 105,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,SURFACE 36,EXTERIOR FLOOR,0.30,0.305,0.321,25.92,25.92,61.91,180.00,
,EASTWALL 106,EXTERIOR WALL,0.30,1.141,1.376,8.88,8.88,151.91,90.00,S
,WESTWALL 106,EXTERIOR WALL,0.30,1.141,1.376,8.88,8.88,331.91,90.00,N
,SURFACE 42,EXTERIOR FLOOR,0.30,0.305,0.321,43.20,43.20,61.91,180.00,
,NORTHWALL 107,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,WESTWALL 107,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,331.91,90.00,N
,SURFACE 56,EXTERIOR FLOOR,0.30,0.305,0.321,25.92,25.92,61.91,180.00,
,NORTHWALL 108,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,SURFACE 62,EXTERIOR FLOOR,0.30,0.305,0.321,25.92,25.92,61.91,180.00,
,NORTHWALL 109,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,SURFACE 68,EXTERIOR FLOOR,0.30,0.305,0.321,25.92,25.92,61.91,180.00,
,NORTHWALL 110,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,SURFACE 74,EXTERIOR FLOOR,0.30,0.305,0.321,25.92,25.92,61.91,180.00,
,EASTWALL 111,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,151.91,90.00,S
,NORTHWALL 111,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,SURFACE 80,INTERIOR FLOOR,0.30,1.594,2.149,25.92,25.92,61.91,180.00,
,SOUTHWALL 201,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,WESTWALL 201,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,331.91,90.00,N
,SOUTHWALL 202,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,SOUTHWALL 203,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,SOUTHWALL 204,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,EASTWALL 205,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,151.91,90.00,S
,SOUTHWALL 205,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,EASTWALL 206,EXTERIOR WALL,0.30,1.141,1.376,8.88,8.88,151.91,90.00,S
,WESTWALL 206,EXTERIOR WALL,0.30,1.141,1.376,8.88,8.88,331.91,90.00,N
,NORTHWALL 207,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,WESTWALL 207,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,331.91,90.00,N
,NORTHWALL 208,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,NORTHWALL 209,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,NORTHWALL 210,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,EASTWALL 211,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,151.91,90.00,S
,NORTHWALL 211,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,SOUTHWALL 301,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,WESTWALL 301,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,331.91,90.00,N
,SURFACE 165,EXTERIOR ROOF,0.30,0.944,1.085,25.92,25.92,61.91,0.00,
,SOUTHWALL 302,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,SURFACE 171,EXTERIOR ROOF,0.30,0.944,1.085,25.92,25.92,61.91,0.00,
,SOUTHWALL 303,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,SURFACE 177,EXTERIOR ROOF,0.30,0.944,1.085,25.92,25.92,61.91,0.00,
,SOUTHWALL 304,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,SURFACE 183,EXTERIOR ROOF,0.30,0.944,1.085,25.92,25.92,61.91,0.00,
,EASTWALL 305,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,151.91,90.00,S
,SOUTHWALL 305,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,241.91,90.00,W
,SURFACE 189,EXTERIOR ROOF,0.30,0.944,1.085,25.92,25.92,61.91,0.00,
,EASTWALL 306,EXTERIOR WALL,0.30,1.141,1.376,8.88,8.88,151.91,90.00,S
,WESTWALL 306,EXTERIOR WALL,0.30,1.141,1.376,8.88,8.88,331.91,90.00,N
,SURFACE 203,EXTERIOR ROOF,0.30,0.944,1.085,43.20,43.20,61.91,0.00,
,NORTHWALL 307,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,WESTWALL 307,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,331.91,90.00,N
,SURFACE 209,EXTERIOR ROOF,0.30,0.944,1.085,25.92,25.92,61.91,0.00,
,NORTHWALL 308,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,SURFACE 215,EXTERIOR ROOF,0.30,0.944,1.085,25.92,25.92,61.91,0.00,
,NORTHWALL 309,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,SURFACE 221,EXTERIOR ROOF,0.30,0.944,1.085,25.92,25.92,61.91,0.00,
,NORTHWALL 310,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,SURFACE 227,EXTERIOR ROOF,0.30,0.944,1.085,25.92,25.92,61.91,0.00,
,EASTWALL 311,EXTERIOR WALL,0.30,1.141,1.376,26.64,26.64,151.91,90.00,S
,NORTHWALL 311,EXTERIOR WALL,0.30,1.141,1.376,13.32,13.32,61.91,90.00,E
,SURFACE 233,EXTERIOR ROOF,0.30,0.944,1.085,25.92,25.92,61.91,0.00,


Exterior Fenestration

,,Construction,Glass Area [m2],Frame Area [m2],Divider Area [m2],Area of One Opening [m2],Area of Multiplied Openings [m2],Glass U-Factor [W/m2-K],Glass SHGC,Glass Visible Transmittance,Frame Conductance [W/m2-K],Divider Conductance [W/m2-K],Shade Control,Parent Surface,Azimuth [deg],Tilt [deg],Cardinal Direction
,Total or Average,,,,,,0.00,-,-,-,,,,,,,
,North Total or Average,,,,,,0.00,-,-,-,,,,,,,
,Non-North Total or Average,,,,,,0.00,-,-,-,,,,,,,


Interior Fenestration

,,Construction,Area of One Opening [m2],Area of Openings [m2],Glass U-Factor [W/m2-K],Glass SHGC,Glass Visible Transmittance,Parent Surface
,Total or Average,,,0.00,-,-,-,


Exterior Door

,,Construction,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Parent Surface
,None,,,,,


----------------------------------------------------------------------------------------------------
REPORT:,Shading Summary
FOR:,Entire Facility
Sunlit Fraction

,,March 21 9am,March 21 noon,March 21 3pm,June 21 9am,June 21 noon,June 21 3pm,December 21 9am,December 21 noon,December 21 3pm
