Date/Time,3F-B-BED2:Zone Air Temperature [C](Hourly),3F-B-BED2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),3F-B-BED2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),3F-B-BED2 BEDROOM-B:Zone Thermal Comfort Fanger Model PMV [](Hourly) 
 01/02  09:00:00,15.963947726349334,0.0,0.0,-1.2193748577065338 
 01/02  10:00:00,15.378991290864877,0.0,0.0,-1.4199123714994329 
 01/02  11:00:00,15.399786526994218,0.0,0.0,-1.4472716776091244 
 01/02  12:00:00,15.42229568637935,0.0,0.0,-1.4577297764772304 
 01/02  13:00:00,16.820800047192038,727744.6621326583,0.0,-1.3183678828022679 
 01/02  14:00:00,18.00000001080644,720582.3961506647,0.0,-1.0411595346708663 
 01/02  15:00:00,16.182756788608328,0.0,0.0,-1.2192527866920715 
 01/02  16:00:00,15.693028795911508,0.0,0.0,-1.374862663027491 
 01/02  17:00:00,15.682060400371578,0.0,0.0,-1.3916767163849402 
 01/02  18:00:00,15.618320620765525,0.0,0.0,-1.4077718145640719 
 01/02  19:00:00,15.526255401482239,0.0,0.0,-1.4290343412413982 
 01/02  20:00:00,15.445627905104649,0.0,0.0,-1.448173380034352 
 01/02  21:00:00,15.38763333534998,0.0,0.0,-1.4636889845433974 
 01/02  22:00:00,15.363893188117516,0.0,0.0,-1.4710391756659783 
 01/02  23:00:00,18.10312036542798,1125522.5887282964,0.0,-1.1118663086705536 
 01/02  24:00:00,18.0,747976.5980145868,0.0,-1.0092265626883624 
 01/03  01:00:00,18.000000000000005,826396.4485862379,0.0,-0.9929898227586261 
 01/03  02:00:00,18.0,872775.0026938154,0.0,-0.9857683929231446 
 01/03  03:00:00,17.999999999999994,921082.3678764551,0.0,-0.9854707089735185 
 01/03  04:00:00,18.0,953065.3995073432,0.0,-0.9865719518420049 
 01/03  05:00:00,18.000000000000015,967378.0152223685,0.0,-0.9877308132329459 
 01/03  06:00:00,18.00000000000002,969407.9570703796,0.0,-0.9887913811042083 
 01/03  07:00:00,17.999999999999998,955145.2739028338,0.0,-0.9894505512493558 
 01/03  08:00:00,18.00000000000001,934960.5113428457,0.0,-0.989507468603887 
 01/03  09:00:00,15.838973320954219,0.0,0.0,-1.2388594175894537 
 01/03  10:00:00,15.189656917423053,0.0,0.0,-1.4596475555609388 
 01/03  11:00:00,15.162260160479305,0.0,0.0,-1.5032115031726783 
 01/03  12:00:00,15.138408105745065,0.0,0.0,-1.5261040329305234 
 01/03  13:00:00,16.65436572972978,933591.0342104132,0.0,-1.3806028775018063 
 01/03  14:00:00,18.00000000031141,1029949.1064826978,0.0,-1.0602376858340182 
 01/03  15:00:00,15.840908252472275,0.0,0.0,-1.2702887177778138 
 01/03  16:00:00,15.14857889525436,0.0,0.0,-1.4862489727919422 
 01/03  17:00:00,15.115408709822397,0.0,0.0,-1.523505169167718 
 01/03  18:00:00,15.080294617713209,0.0,0.0,-1.5417197985379066 
 01/03  19:00:00,15.068423230517072,0.0,0.0,-1.5485936562247984 
 01/03  20:00:00,15.062958733358983,0.0,0.0,-1.5491102325264886 
 01/03  21:00:00,15.05392757608008,0.0,0.0,-1.5488099868538548 
 01/03  22:00:00,15.045760163739614,0.0,0.0,-1.5477160978373419 
 01/03  23:00:00,18.102174637792055,1432689.7387159714,0.0,-1.1436885585128403 
 01/03  24:00:00,18.000000000000005,954527.9599083713,0.0,-1.020439989771288 
 01/04  01:00:00,18.00000000000002,973277.6009910174,0.0,-0.9998322713320289 
 01/04  02:00:00,18.0,962330.8605382893,0.0,-0.9906900769114987 
 01/04  03:00:00,18.00000000000003,956867.199442711,0.0,-0.9875048011781616 
 01/04  04:00:00,18.000000000000044,954480.4510315147,0.0,-0.9857350065256214 
 01/04  05:00:00,18.0,949121.318857403,0.0,-0.9840935246915604 
 01/04  06:00:00,18.000000000000015,948189.6342437709,0.0,-0.982529986793596 
 01/04  07:00:00,17.99999999999998,947612.2875849165,0.0,-0.9812139390254768 
 01/04  08:00:00,18.000000000000015,943639.9905380635,0.0,-0.9806726366195294 
 01/04  09:00:00,15.809177827429523,0.0,0.0,-1.2314381611535795 
 01/04  10:00:00,15.11765632626327,0.0,0.0,-1.4588495643079978 
 01/04  11:00:00,15.084500732612027,0.0,0.0,-1.5041905382716526 
 01/04  12:00:00,15.061714524734795,0.0,0.0,-1.5308819641489989 
 01/04  13:00:00,16.626557324692468,945273.4215815507,0.0,-1.3834930414438518 
 01/04  14:00:00,18.000000000322328,1045620.8985820727,0.0,-1.059565340650593 
 01/04  15:00:00,15.858489061985523,0.0,0.0,-1.2725759870198213 
 01/04  16:00:00,15.266323119038665,0.0,0.0,-1.467830339299227 
 01/04  17:00:00,15.246527001042948,0.0,0.0,-1.4958703135063097 
 01/04  18:00:00,15.197131046303794,0.0,0.0,-1.5125529669562486 
 01/04  19:00:00,15.145834438101377,0.0,0.0,-1.5240122060127047 
 01/04  20:00:00,15.095570857586959,0.0,0.0,-1.5323398169871219 
 01/04  21:00:00,15.05100447366828,0.0,0.0,-1.5409178617171078 
 01/04  22:00:00,15.020974267946502,0.0,0.0,-1.5479017153652384 
 01/04  23:00:00,18.104474279849268,1448101.9102321896,0.0,-1.1439958210955952 
 01/04  24:00:00,18.00000000000004,970696.5938530736,0.0,-1.0241356101658868 
 01/05  01:00:00,17.999999999999987,981100.6713482308,0.0,-1.0051097932122062 
 01/05  02:00:00,18.000000000000037,959431.2468507121,0.0,-0.9978770489939395 
 01/05  03:00:00,18.00000000000001,951158.9554860798,0.0,-0.9966051062320788 
 01/05  04:00:00,17.999999999999987,955411.3512508939,0.0,-0.9978188107205757 
 01/05  05:00:00,18.000000000000015,964575.9048875419,0.0,-0.9998357443521626 
 01/05  06:00:00,18.00000000000002,975936.8544264638,0.0,-1.0013789130709837 
 01/05  07:00:00,18.000000000000019,988452.7156955237,0.0,-1.0026814301469443 
 01/05  08:00:00,18.00000000000002,996927.6861318831,0.0,-1.0043867950578885 
 01/05  09:00:00,15.775397345498464,0.0,0.0,-1.260663545670778 
 01/05  10:00:00,15.075117368991208,0.0,0.0,-1.4941105309330006 
 01/05  11:00:00,15.046912304141479,0.0,0.0,-1.5384820480076338 
 01/05  12:00:00,15.024376446498215,0.0,0.0,-1.5611787766335724 
 01/05  13:00:00,16.60440420579838,983472.629053215,0.0,-1.4082168671267635 
 01/05  14:00:00,18.00000000048178,1107388.755714835,0.0,-1.0717569117478159 
 01/05  15:00:00,15.77657861765737,0.0,0.0,-1.2892307162129844 
 01/05  16:00:00,15.13476381757591,0.0,0.0,-1.4978849251876348 
 01/05  17:00:00,15.113591534126052,0.0,0.0,-1.5339279451109669 
 01/05  18:00:00,15.10706830332436,0.0,0.0,-1.548286476206101 
 01/05  19:00:00,15.110444601903433,0.0,0.0,-1.5538425155114515 
 01/05  20:00:00,15.106154164718993,0.0,0.0,-1.5564249555410488 
 01/05  21:00:00,15.078355577184367,0.0,0.0,-1.562045853826711 
 01/05  22:00:00,15.036950562836595,0.0,0.0,-1.5708669689333069 
 01/05  23:00:00,18.106398999137395,1487457.643323698,0.0,-1.167759182154745 
 01/05  24:00:00,18.00000000000003,1021482.0399037352,0.0,-1.043936726544814 
 01/06  01:00:00,17.99999999999997,1046106.9431523746,0.0,-1.0182008685433628 
 01/06  02:00:00,18.000000000000015,1038351.5672269997,0.0,-1.0056319476292475 
 01/06  03:00:00,18.000000000000005,1026998.2635525118,0.0,-0.9989353374098496 
 01/06  04:00:00,18.000000000000026,1019853.4032513241,0.0,-0.9946275102114092 
 01/06  05:00:00,17.999999999999994,1012523.9656714276,0.0,-0.9912586838359583 
 01/06  06:00:00,18.0,1002732.9772768649,0.0,-0.9885662110617727 
 01/06  07:00:00,18.0,995940.9399628132,0.0,-0.9868566960834815 
 01/06  08:00:00,18.000000000000026,991950.5401112896,0.0,-0.9870504786449024 
 01/06  09:00:00,15.789210336912446,0.0,0.0,-1.2407295010880375 
 01/06  10:00:00,15.14473197359339,0.0,0.0,-1.4633570250950372 
 01/06  11:00:00,15.18414575764514,0.0,0.0,-1.4969746650323615 
 01/06  12:00:00,15.23441396654948,0.0,0.0,-1.5095236190837005 
 01/06  13:00:00,16.756822091976674,842557.8063726106,0.0,-1.3594462103114376 
 01/06  14:00:00,18.00000009355136,788829.4919237495,0.0,-1.0603558183017044 
 01/06  15:00:00,16.220203939864704,0.0,0.0,-1.2371006665804266 
 01/06  16:00:00,15.751980903009996,0.0,0.0,-1.3917191529665099 
 01/06  17:00:00,15.778559951890636,0.0,0.0,-1.4009302784071796 
 01/06  18:00:00,15.775057606930645,0.0,0.0,-1.3993997816597215 
 01/06  19:00:00,15.668253075933747,0.0,0.0,-1.4144231415776858 
 01/06  20:00:00,15.561913621321582,0.0,0.0,-1.4308954539387147 
 01/06  21:00:00,15.473260109748944,0.0,0.0,-1.4444251024718627 
 01/06  22:00:00,15.398388574180805,0.0,0.0,-1.456746639901592 
 01/06  23:00:00,18.114259182781784,1106334.640137292,0.0,-1.1067460245106915 
 01/06  24:00:00,18.0,756697.4009190374,0.0,-1.0100512739508956 
 01/07  01:00:00,18.00000000000001,811292.9718727229,0.0,-0.9933587793434354 
 01/07  02:00:00,18.000000000000019,831090.8856234889,0.0,-0.9850438551596731 
 01/07  03:00:00,18.000000000000019,865812.4924748371,0.0,-0.9827736115958556 
 01/07  04:00:00,18.000000000000015,915341.8597747224,0.0,-0.982610712370868 
 01/07  05:00:00,17.99999999999998,978094.2751982114,0.0,-0.9836433032358475 
 01/07  06:00:00,17.999999999999984,1039615.8254425589,0.0,-0.9852638953410495 
 01/07  07:00:00,18.000000000000026,1090708.072821786,0.0,-0.986997944912195 
 01/07  08:00:00,18.000000000000008,1122466.1393642396,0.0,-0.9885708268721644 
 01/07  09:00:00,15.599835588328097,0.0,0.0,-1.2666739276886408 
 01/07  10:00:00,14.925096788404276,0.0,0.0,-1.508215529221097 
 01/07  11:00:00,14.95669060194615,0.0,0.0,-1.5489772822555086 
 01/07  12:00:00,15.032332966787564,0.0,0.0,-1.55994152836681 
 01/07  13:00:00,16.660322762169434,892868.2623430186,0.0,-1.3941767185231309 
 01/07  14:00:00,18.00000001768504,835590.1693906633,0.0,-1.0714220417191032 
 01/07  15:00:00,16.227705819002506,0.0,0.0,-1.2391276476503444 
 01/07  16:00:00,16.065147349734404,0.0,0.0,-1.3400061786198228 
 01/07  17:00:00,16.145601404035998,0.0,0.0,-1.3276384991132293 
 01/07  18:00:00,16.147068946879185,0.0,0.0,-1.3278419958038204 
 01/07  19:00:00,16.031971412635117,0.0,0.0,-1.3492948072540896 
 01/07  20:00:00,15.928933301048757,0.0,0.0,-1.3692459234259858 
 01/07  21:00:00,15.835773608188744,0.0,0.0,-1.3849975143408955 
 01/07  22:00:00,15.750513692644466,0.0,0.0,-1.3997196201961296 
 01/07  23:00:00,18.118407323951169,889657.6650099193,0.0,-1.094609679833298 
 01/07  24:00:00,18.000000000000008,524339.044176983,0.0,-1.0180824349312634 
 01/08  01:00:00,18.000000000000005,602489.482894854,0.0,-1.0052348967374203 
 01/08  02:00:00,18.0,624422.1241345943,0.0,-0.9951614967931378 
 01/08  03:00:00,18.000000000000019,645811.5050884406,0.0,-0.9898422953264748 
 01/08  04:00:00,18.000000000000005,669731.88638568,0.0,-0.9865793104063255 
 01/08  05:00:00,18.000000000000015,691945.6681306764,0.0,-0.9842127473250161 
 01/08  06:00:00,18.00000000000004,712342.5751194265,0.0,-0.9821002580984747 
 01/08  07:00:00,18.000000000000019,725988.0840528238,0.0,-0.9811497782150882 
 01/08  08:00:00,18.0,734055.2470812739,0.0,-0.9810858564101271 
 01/08  09:00:00,16.012438200466055,0.0,0.0,-1.2120747621459037 
 01/08  10:00:00,15.477062498772107,0.0,0.0,-1.3981674918226226 
 01/08  11:00:00,15.51008959667553,0.0,0.0,-1.425358029671151 
 01/08  12:00:00,15.568001667509366,0.0,0.0,-1.4301614755070087 
 01/08  13:00:00,16.919059309853286,672098.5110823149,0.0,-1.2925332023374688 
 01/08  14:00:00,18.00000006467474,533101.0258581891,0.0,-1.0396143805763052 
 01/08  15:00:00,16.39312186825762,0.0,0.0,-1.1993838351223519 
 01/08  16:00:00,15.983472446624085,0.0,0.0,-1.3314167172685439 
 01/08  17:00:00,16.047114285204289,0.0,0.0,-1.3352774514334307 
 01/08  18:00:00,15.998893525237359,0.0,0.0,-1.3495809068855012 
 01/08  19:00:00,15.924822546773149,0.0,0.0,-1.3629398168246383 
 01/08  20:00:00,15.856639047592346,0.0,0.0,-1.3747773320084956 
 01/08  21:00:00,15.801621921591604,0.0,0.0,-1.3846717447005539 
 01/08  22:00:00,15.76938869305283,0.0,0.0,-1.389422846832015 
 01/08  23:00:00,18.113209067843888,828764.3817538418,0.0,-1.0816972834280548 
 01/08  24:00:00,18.000000000000005,466083.863816317,0.0,-1.0046945234326419 
 01/09  01:00:00,18.00000000000001,557865.2595489975,0.0,-0.9914704804965253 
 01/09  02:00:00,17.999999999999984,598552.8578349784,0.0,-0.9828856463484738 
 01/09  03:00:00,18.00000000000001,621168.8022809193,0.0,-0.9782259795645968 
 01/09  04:00:00,17.999999999999998,628294.764747618,0.0,-0.9756634869403875 
 01/09  05:00:00,18.000000000000026,633811.510427513,0.0,-0.973944659092716 
 01/09  06:00:00,17.999999999999998,641728.8366590764,0.0,-0.9727363511084635 
 01/09  07:00:00,18.0,649672.897319795,0.0,-0.9724666149254957 
 01/09  08:00:00,18.00000000000001,656393.6557437191,0.0,-0.9731684537049773 
 01/09  09:00:00,16.083868402893527,0.0,0.0,-1.196007130218249 
 01/09  10:00:00,15.53713574859952,0.0,0.0,-1.3782246974744513 
 01/09  11:00:00,15.51320378946309,0.0,0.0,-1.4127810414390008 
 01/09  12:00:00,15.504803993388542,0.0,0.0,-1.428458371096064 
 01/09  13:00:00,16.847883813183228,752816.0585645038,0.0,-1.2989415109661327 
 01/09  14:00:00,18.00000005236853,686764.1799747192,0.0,-1.028881438247451 
 01/09  15:00:00,16.14415729780659,0.0,0.0,-1.2157855967317133 
 01/09  16:00:00,15.59807550966898,0.0,0.0,-1.3844059092077424 
 01/09  17:00:00,15.560420192815974,0.0,0.0,-1.4143506589983073 
 01/09  18:00:00,15.528825879453019,0.0,0.0,-1.4300672236156487 
 01/09  19:00:00,15.517277245401159,0.0,0.0,-1.43710400855922 
 01/09  20:00:00,15.507821474839992,0.0,0.0,-1.4397874001970735 
 01/09  21:00:00,15.493129467898504,0.0,0.0,-1.443462431432187 
 01/09  22:00:00,15.481012952541562,0.0,0.0,-1.4469736130167606 
 01/09  23:00:00,18.108886554032,991441.4689385836,0.0,-1.1060245282333566 
 01/09  24:00:00,18.0,616349.3087720784,0.0,-1.0142959918836388 
 01/10  01:00:00,17.999999999999998,649254.9065519134,0.0,-0.9998539953755296 
 01/10  02:00:00,18.000000000000005,642072.520095853,0.0,-0.9921654818791922 
 01/10  03:00:00,18.000000000000005,637180.1241491828,0.0,-0.9890420068264932 
 01/10  04:00:00,18.0,636851.0707787097,0.0,-0.9872694455456706 
 01/10  05:00:00,18.000000000000005,638110.0556102059,0.0,-0.9855002569555761 
 01/10  06:00:00,18.000000000000026,645566.5905398944,0.0,-0.9839413285828976 
 01/10  07:00:00,17.999999999999998,652944.1551707346,0.0,-0.9828228468192064 
 01/10  08:00:00,17.999999999999984,654753.2923401356,0.0,-0.9826613155109026 
 01/10  09:00:00,16.096784002391279,0.0,0.0,-1.2021892485198247 
 01/10  10:00:00,15.531628773919414,0.0,0.0,-1.3865042687194958 
 01/10  11:00:00,15.509308578388043,0.0,0.0,-1.4228350196941289 
 01/10  12:00:00,15.522778383684824,0.0,0.0,-1.4390140066878364 
 01/10  13:00:00,16.882478620080549,713663.1077034217,0.0,-1.3072647021092692 
 01/10  14:00:00,18.00000007105709,607365.75865984,0.0,-1.0460240399363706 
 01/10  15:00:00,16.35924349124795,0.0,0.0,-1.2080885272755786 
 01/10  16:00:00,15.948435908736985,0.0,0.0,-1.340539288962977 
 01/10  17:00:00,15.977558241524852,0.0,0.0,-1.341276593746512 
 01/10  18:00:00,15.987951842332175,0.0,0.0,-1.3346198615154339 
 01/10  19:00:00,15.84676208954023,0.0,0.0,-1.3598342949161809 
 01/10  20:00:00,15.74052714729062,0.0,0.0,-1.382170623638131 
 01/10  21:00:00,15.677753146601198,0.0,0.0,-1.3953414396809925 
 01/10  22:00:00,15.654545433333979,0.0,0.0,-1.40004961208227 
 01/10  23:00:00,18.116755009892296,898600.1981969711,0.0,-1.0780471044380542 
 01/10  24:00:00,18.000000000000005,536674.0720188721,0.0,-0.9952607090815152 
 01/11  01:00:00,18.0,634444.395368933,0.0,-0.9836254814389486 
 01/11  02:00:00,18.000000000000005,689342.0330883408,0.0,-0.9790292580765606 
 01/11  03:00:00,18.000000000000008,722588.056115092,0.0,-0.9787439914355337 
 01/11  04:00:00,17.99999999999999,738905.0930242718,0.0,-0.9789095654473582 
 01/11  05:00:00,18.000000000000026,756213.4863560363,0.0,-0.9787461140995241 
 01/11  06:00:00,18.000000000000015,779092.6322447935,0.0,-0.9797328169414139 
 01/11  07:00:00,18.000000000000005,801713.7749118811,0.0,-0.9814002716427629 
 01/11  08:00:00,17.999999999999998,800149.6375463958,0.0,-0.9826921526609981 
 01/11  09:00:00,16.025189042294515,0.0,0.0,-1.2095238703520018 
 01/11  10:00:00,15.418135299479842,0.0,0.0,-1.400511610497477 
 01/11  11:00:00,15.421832166655128,0.0,0.0,-1.4339311977383032 
 01/11  12:00:00,15.420320471069488,0.0,0.0,-1.447124565277598 
 01/11  13:00:00,16.806097013337526,733079.4556805566,0.0,-1.3123195183070887 
 01/11  14:00:00,18.000000009623375,767761.6817684143,0.0,-1.0342432718953612 
 01/11  15:00:00,16.054624948573758,0.0,0.0,-1.2277886304994024 
 01/11  16:00:00,15.480888752929005,0.0,0.0,-1.405827202879913 
 01/11  17:00:00,15.447282066723118,0.0,0.0,-1.4370342371237526 
 01/11  18:00:00,15.423551605798004,0.0,0.0,-1.4517027910892384 
 01/11  19:00:00,15.420093652365893,0.0,0.0,-1.457234188207894 
 01/11  20:00:00,15.428716666276357,0.0,0.0,-1.4584241964443017 
 01/11  21:00:00,15.437017397162917,0.0,0.0,-1.4580562634763113 
 01/11  22:00:00,15.442248621305481,0.0,0.0,-1.4582318198580995 
 01/11  23:00:00,18.112758663058157,1014937.050549598,0.0,-1.111947131379331 
 01/11  24:00:00,18.00000000000001,639511.0575457818,0.0,-1.0201160387354967 
 01/12  01:00:00,18.0,673771.8836772239,0.0,-1.007350877196493 
 01/12  02:00:00,17.99999999999999,673030.2556542994,0.0,-1.002042005171846 
 01/12  03:00:00,18.000000000000033,682765.9959360998,0.0,-1.0007441300649043 
 01/12  04:00:00,18.00000000000001,696922.2179642894,0.0,-0.9997404164393525 
 01/12  05:00:00,18.0,716150.6250796109,0.0,-0.9975718989895306 
 01/12  06:00:00,17.999999999999994,733759.6066061774,0.0,-0.9940090212306997 
 01/12  07:00:00,18.000000000000015,744530.0812644075,0.0,-0.9899396928273992 
 01/12  08:00:00,18.000000000000026,749938.097402645,0.0,-0.9863988052201217 
 01/12  09:00:00,15.995901674426487,0.0,0.0,-1.2153943277978752 
 01/12  10:00:00,15.42716471138309,0.0,0.0,-1.401806130870183 
 01/12  11:00:00,15.401601770935244,0.0,0.0,-1.43404671357854 
 01/12  12:00:00,15.388779321731496,0.0,0.0,-1.4508592786503217 
 01/12  13:00:00,16.794044221403096,740250.0253377645,0.0,-1.3160388429852395 
 01/12  14:00:00,18.0000000113827,787402.3469625088,0.0,-1.0378548664077139 
 01/12  15:00:00,16.06104294991584,0.0,0.0,-1.2334889898553867 
 01/12  16:00:00,15.49721943027295,0.0,0.0,-1.4135798593402463 
 01/12  17:00:00,15.49212259437761,0.0,0.0,-1.440885671457597 
 01/12  18:00:00,15.49323292770636,0.0,0.0,-1.4494686251761187 
 01/12  19:00:00,15.491094322600896,0.0,0.0,-1.4509976065695252 
 01/12  20:00:00,15.477274378953569,0.0,0.0,-1.4522637306665296 
 01/12  21:00:00,15.453370750168416,0.0,0.0,-1.4552214919640892 
 01/12  22:00:00,15.429336530487939,0.0,0.0,-1.4595931398789548 
 01/12  23:00:00,18.114669503026716,1038586.6838752845,0.0,-1.1111922850123322 
 01/12  24:00:00,18.000000000000015,667255.3762721124,0.0,-1.0154030980130855 
 01/13  01:00:00,18.00000000000001,697130.7519349032,0.0,-0.9982705844783854 
 01/13  02:00:00,18.00000000000003,686965.402136227,0.0,-0.9885824062839358 
 01/13  03:00:00,18.0,681447.3717626417,0.0,-0.9840074631072214 
 01/13  04:00:00,18.000000000000005,678492.3914074638,0.0,-0.9812331083103175 
 01/13  05:00:00,18.0,680766.3322385597,0.0,-0.978954358219665 
 01/13  06:00:00,18.000000000000026,687415.0819524083,0.0,-0.9765123770435076 
 01/13  07:00:00,18.000000000000026,692782.9034637887,0.0,-0.9749197139235437 
 01/13  08:00:00,17.999999999999998,691188.6112023711,0.0,-0.9735066403792714 
 01/13  09:00:00,16.054367205608214,0.0,0.0,-1.1965944871932906 
 01/13  10:00:00,15.474400903132825,0.0,0.0,-1.3838687066618559 
 01/13  11:00:00,15.45118371882013,0.0,0.0,-1.4196107922850166 
 01/13  12:00:00,15.457503204594218,0.0,0.0,-1.4351639168264077 
 01/13  13:00:00,16.843827465327317,738848.1097272283,0.0,-1.3031091151189103 
 01/13  14:00:00,18.000000081109297,695108.0703943985,0.0,-1.034771009210674 
 01/13  15:00:00,16.19910628567435,0.0,0.0,-1.2166506327070975 
 01/13  16:00:00,15.687053870300483,0.0,0.0,-1.3795414021632897 
 01/13  17:00:00,15.699345360014583,0.0,0.0,-1.3996609524037076 
 01/13  18:00:00,15.684459896328774,0.0,0.0,-1.4091047280483682 
 01/13  19:00:00,15.654434873233896,0.0,0.0,-1.4170710329924914 
 01/13  20:00:00,15.614083983963902,0.0,0.0,-1.4264093412084605 
 01/13  21:00:00,15.574409410305409,0.0,0.0,-1.4369163446707288 
 01/13  22:00:00,15.549826799520523,0.0,0.0,-1.4454673560609933 
 01/13  23:00:00,18.121804691898473,1005457.222402317,0.0,-1.112990790597333 
 01/13  24:00:00,18.000000000000005,581576.5506765778,0.0,-1.0274783904243388 
 01/14  01:00:00,18.0,611185.0782916017,0.0,-1.015870007614293 
 01/14  02:00:00,18.000000000000019,598038.8684733883,0.0,-1.0073280635866787 
 01/14  03:00:00,18.000000000000015,592982.8787308455,0.0,-1.0018262699826018 
 01/14  04:00:00,18.0,599647.8620609329,0.0,-0.9975369646082205 
 01/14  05:00:00,18.0,611045.1039841115,0.0,-0.9925915983191813 
 01/14  06:00:00,18.0,627840.6360964971,0.0,-0.9874819141214148 
 01/14  07:00:00,18.00000000000001,639986.1502197608,0.0,-0.9825958890438016 
 01/14  08:00:00,17.999999999999998,640287.4528955289,0.0,-0.9773749098028411 
 01/14  09:00:00,16.110776445134943,0.0,0.0,-1.1899987947530855 
 01/14  10:00:00,15.55957891058742,0.0,0.0,-1.3633568114739408 
 01/14  11:00:00,15.550959588207322,0.0,0.0,-1.3899740058564885 
 01/14  12:00:00,15.566233293893213,0.0,0.0,-1.3985951444416863 
 01/14  13:00:00,16.900112661744996,665641.9134813092,0.0,-1.2683972027801547 
 01/14  14:00:00,18.0000000746946,588873.5174130829,0.0,-1.0160797572003227 
 01/14  15:00:00,16.263628708564089,0.0,0.0,-1.1925666688959094 
 01/14  16:00:00,15.760575744614627,0.0,0.0,-1.34724243293022 
 01/14  17:00:00,15.74841968856073,0.0,0.0,-1.369015817330374 
 01/14  18:00:00,15.7233121140178,0.0,0.0,-1.3839020712186193 
 01/14  19:00:00,15.706558309552236,0.0,0.0,-1.3916158209196133 
 01/14  20:00:00,15.689236477950269,0.0,0.0,-1.3966827544812748 
 01/14  21:00:00,15.667091118394213,0.0,0.0,-1.4014845207059564 
 01/14  22:00:00,15.649570950918753,0.0,0.0,-1.4053246360529979 
 01/14  23:00:00,18.119462574129899,897036.4422826208,0.0,-1.0864193674436849 
 01/14  24:00:00,17.999999999999998,503422.95847139917,0.0,-1.0068564137335435 
 01/15  01:00:00,18.000000000000019,544449.3553150818,0.0,-0.9948245063381873 
 01/15  02:00:00,18.0,535770.7482991134,0.0,-0.9878637827662145 
 01/15  03:00:00,18.000000000000008,527336.6894945244,0.0,-0.9852615174050876 
 01/15  04:00:00,18.000000000000026,527533.7686975245,0.0,-0.9849424345361086 
 01/15  05:00:00,18.00000000000002,525912.0444421438,0.0,-0.9849504754336896 
 01/15  06:00:00,18.000000000000019,522951.732785122,0.0,-0.9837204232535476 
 01/15  07:00:00,18.000000000000019,521005.73833477936,0.0,-0.9831334618547539 
