Date/Time,THERMAL ZONE: SPACE 201:Zone Air Temperature [C](Hourly),THERMAL ZONE: SPACE 201 PEOPLE:Zone Thermal Comfort Fanger Model PMV [](Hourly),THERMAL ZONE: SPACE 305 PTHP:Zone Packaged Terminal Heat Pump Total Heating Energy [J](Hourly),THERMAL ZONE: SPACE 305 PTHP:Zone Packaged Terminal Heat Pump Total Cooling Energy [J](Hourly) 
 01/21  01:00:00,18.000065838678205,-6.493629344527741,4653073.640377952,0.0 
 01/21  02:00:00,18.000049771487708,-6.497542164326988,4672156.662876741,0.0 
 01/21  03:00:00,18.000035747497397,-6.50080208875251,4691996.564280508,0.0 
 01/21  04:00:00,18.000030305774304,-6.503657185657928,4709802.649105722,0.0 
 01/21  05:00:00,18.00002389428448,-6.506367006845366,4730080.034495001,0.0 
 01/21  06:00:00,17.99999593629988,-6.508610312553551,4760501.156152074,0.0 
 01/21  07:00:00,17.999927598356665,-5.677245236902196,4799681.296046142,0.0 
 01/21  08:00:00,17.999833634693169,-5.67434170836485,5186233.298161233,0.0 
 01/21  09:00:00,18.00009886540409,-5.319220552384361,6311364.441627347,0.0 
 01/21  10:00:00,18.000705402979283,-5.30039258934502,7305597.125244206,0.0 
 01/21  11:00:00,18.000899321519694,-5.288496891480395,7022344.388175184,0.0 
 01/21  12:00:00,18.00092636334313,-5.2807417687374509,6835928.890832996,0.0 
 01/21  13:00:00,18.000840506680928,-5.276507977521217,6367108.262155669,0.0 
 01/21  14:00:00,18.000816665617167,-5.272895791531216,6293900.616312673,0.0 
 01/21  15:00:00,18.00096195418855,-5.268261456452083,6556814.591687122,0.0 
 01/21  16:00:00,18.00108910804423,-5.26643494294135,6544113.69759243,0.0 
 01/21  17:00:00,18.00114757024178,-5.2677167826557469,6601292.772376992,0.0 
 01/21  18:00:00,18.00119409688889,-5.270087646627952,6688154.640125554,0.0 
 01/21  19:00:00,18.000682731743166,-5.615260256969445,5223111.308120491,0.0 
 01/21  20:00:00,18.000359108090405,-5.6308438687125099,5399463.37650221,0.0 
 01/21  21:00:00,18.000188808891147,-5.6411708642692199,4570082.24370052,0.0 
 01/21  22:00:00,18.000115228095447,-5.649197761999656,4613846.810681092,0.0 
 01/21  23:00:00,18.00008763992488,-5.654853301435811,4634544.691526633,0.0 
 01/21  24:00:00,18.000075222064159,-5.659448106694288,4648155.672766516,0.0 
 07/21  01:00:00,25.999760078549227,-3.1530240342062876,0.0,881602.9370459648 
 07/21  02:00:00,25.99983131236013,-3.1632594644328679,0.0,849159.4590637613 
 07/21  03:00:00,25.999880170468626,-3.171193265591125,0.0,822029.2142027104 
 07/21  04:00:00,25.999910732855825,-3.177654103961365,0.0,798655.3224207496 
 07/21  05:00:00,25.999932212437803,-3.183239327966892,0.0,776438.953889472 
 07/21  06:00:00,25.999961319104235,-3.188089219723496,0.0,751079.5947511881 
 07/21  07:00:00,25.999996641040995,-3.8913405210470737,0.0,720960.0428119964 
 07/21  08:00:00,25.99968152627459,-3.8683842376098775,0.0,1125955.932140031 
 07/21  09:00:00,25.996906911371238,-3.8102652963473306,0.0,3788210.625180632 
 07/21  10:00:00,26.58078797191796,-3.6598697349921047,0.0,6871448.103797557 
 07/21  11:00:00,26.984040986764929,-3.546881132139815,0.0,6974498.294869785 
 07/21  12:00:00,27.285374989440319,-3.4769222390184679,0.0,6915042.507989914 
 07/21  13:00:00,26.96315370501729,-3.513705774895792,0.0,6570187.064900798 
 07/21  14:00:00,27.01886528488775,-3.5202114357953695,0.0,6331127.907142327 
 07/21  15:00:00,27.6280558123317,-3.410182023806582,0.0,6661795.854503017 
 07/21  16:00:00,27.674429247233875,-3.364679277097514,0.0,6921789.335027667 
 07/21  17:00:00,27.55165671782687,-3.380288658976456,0.0,7015040.784274942 
 07/21  18:00:00,27.377137244329487,-3.407224526542771,0.0,7110110.936207412 
 07/21  19:00:00,26.04745236644669,-3.581079608958133,0.0,4161187.8885345875 
 07/21  20:00:00,25.997019743013145,-3.6912430285513015,0.0,3391586.3168451485 
 07/21  21:00:00,25.998584371913979,-3.72534311299582,0.0,1362199.7737439825 
 07/21  22:00:00,25.999172890351347,-3.7774247972926147,0.0,1134477.866942866 
 07/21  23:00:00,25.999475973448967,-3.808758881249908,0.0,1019799.5239287824 
 07/21  24:00:00,25.999660646445134,-3.8292900104959028,0.0,949762.2151676952 
 01/01  01:00:00,18.00020570932664,-6.12293737382922,1662027.8105212334,0.0 
 01/01  02:00:00,18.000077591509123,-6.126095252711707,1689336.6306555893,0.0 
 01/01  03:00:00,18.00005380278139,-6.1275830099654489,1694448.8637167216,0.0 
 01/01  04:00:00,18.000073667058478,-6.129258316538401,1694602.4820243577,0.0 
 01/01  05:00:00,18.000128998357146,-6.132315168677749,1690675.331776141,0.0 
 01/01  06:00:00,18.00016565959807,-6.139073950776432,1632170.8062173243,0.0 
 01/01  07:00:00,18.000124001753055,-6.545586839879391,1678349.8528130274,0.0 
 01/01  08:00:00,18.000079424124598,-6.554539826227941,1740567.5065857887,0.0 
 01/01  09:00:00,18.000039578508557,-6.059351192307209,1801221.9212378327,0.0 
 01/01  10:00:00,18.000008632068924,-6.061998340513102,1866066.5723129123,0.0 
 01/01  11:00:00,18.0000055256995,-6.062754247032001,1909742.9176707289,0.0 
 01/01  12:00:00,18.00000229497402,-6.063272269156801,1932464.173645338,0.0 
 01/01  13:00:00,18.00000069234624,-6.063913533546233,1975582.0268710382,0.0 
 01/01  14:00:00,18.000000573821926,-6.062566228686523,2016203.4501500636,0.0 
 01/01  15:00:00,18.000000462797453,-6.058917829661943,2041310.1656147629,0.0 
 01/01  16:00:00,18.000000361151796,-6.052826759598356,2053104.3576512235,0.0 
 01/01  17:00:00,18.00000028270495,-6.044215279347111,2048990.7941574315,0.0 
 01/01  18:00:00,18.000000234015574,-6.033496685464463,2022949.6138185855,0.0 
 01/01  19:00:00,18.000000208179853,-6.516347855611116,1972511.43775462,0.0 
 01/01  20:00:00,18.000000212658326,-6.503927544930117,1881612.8360930798,0.0 
 01/01  21:00:00,18.000057293188865,-6.497128820472693,1766895.6670943737,0.0 
 01/01  22:00:00,18.000295686322617,-6.497763306502015,1679467.1632572455,0.0 
 01/01  23:00:00,18.00038870400628,-6.503561997742492,1638683.7459580019,0.0 
 01/01  24:00:00,18.00037794518152,-6.511291081487776,1627435.3254704183,0.0 
 01/02  01:00:00,18.00034257944466,-6.5184706140498,1626632.9038952154,0.0 
 01/02  02:00:00,18.00027854549408,-6.5255915975906169,1640069.522567835,0.0 
 01/02  03:00:00,18.000200294081986,-6.531977331371905,1663051.9862289197,0.0 
 01/02  04:00:00,18.000140148518484,-6.5368869427600349,1686028.0927660098,0.0 
 01/02  05:00:00,18.000100422982667,-6.540812679685652,1709160.4904113608,0.0 
 01/02  06:00:00,18.000074355676884,-6.5441881777734,1734241.4492796127,0.0 
 01/02  07:00:00,18.000064097818386,-6.647762479858294,1759274.589966821,0.0 
 01/02  08:00:00,18.000049322118767,-6.6508867035929859,1789678.3737311923,0.0 
