Date/Time,3F-B-BED2:Zone Air Temperature [C](Hourly),3F-B-BED2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),3F-B-BED2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),3F-B-BED2 BEDROOM-B:Zone Thermal Comfort Fanger Model PMV [](Hourly) 
 01/03  08:00:00,17.99999999999999,808728.1792644255,0.0,-0.9845633886071888 
 01/03  09:00:00,16.003629747084834,0.0,0.0,-1.2163166888951787 
 01/03  10:00:00,15.368118191139006,0.0,0.0,-1.4169556354148683 
 01/03  11:00:00,15.342963368123309,0.0,0.0,-1.4613274285062135 
 01/03  12:00:00,15.321261700076216,0.0,0.0,-1.4835034843043518 
 01/03  13:00:00,16.74396020257988,832898.3807720979,0.0,-1.346593220578141 
 01/03  14:00:00,18.000000000024487,867786.6231264427,0.0,-1.0497263955706962 
 01/03  15:00:00,15.9770902521535,0.0,0.0,-1.2491482958290872 
 01/03  16:00:00,15.33638331579913,0.0,0.0,-1.4480328649708645 
 01/03  17:00:00,15.305834134298303,0.0,0.0,-1.4813874685897107 
 01/03  18:00:00,15.269997122526162,0.0,0.0,-1.498453472809228 
 01/03  19:00:00,15.25580537995952,0.0,0.0,-1.505183007606213 
 01/03  20:00:00,15.248742813498162,0.0,0.0,-1.5056772462805708 
 01/03  21:00:00,15.238745390143324,0.0,0.0,-1.505454301353024 
 01/03  22:00:00,15.229824592799906,0.0,0.0,-1.5044121861113187 
 01/03  23:00:00,18.097428920156678,1256495.7966024439,0.0,-1.1252405071841412 
 01/03  24:00:00,18.00000000000004,807152.9455163422,0.0,-1.0136076194319042 
 01/04  01:00:00,17.999999999999998,836725.606951808,0.0,-0.9949962393425752 
 01/04  02:00:00,18.0,830537.4152876153,0.0,-0.9859565278312318 
 01/04  03:00:00,18.000000000000008,828247.5389323217,0.0,-0.982661603016486 
 01/04  04:00:00,17.999999999999984,828022.0429815672,0.0,-0.9808035452391883 
 01/04  05:00:00,18.000000000000019,823810.9794446768,0.0,-0.9790560244072634 
 01/04  06:00:00,17.999999999999994,825706.8101233326,0.0,-0.9776024714022494 
 01/04  07:00:00,18.000000000000058,828274.1077645088,0.0,-0.9763552836338816 
 01/04  08:00:00,18.000000000000026,824181.5589109126,0.0,-0.9756103402947338 
 01/04  09:00:00,15.929788399856549,0.0,0.0,-1.2129049113089483 
 01/04  10:00:00,15.284745188766124,0.0,0.0,-1.424886634784065 
 01/04  11:00:00,15.261956519073138,0.0,0.0,-1.4649809452455536 
 01/04  12:00:00,15.250714495615915,0.0,0.0,-1.4877199487337887 
 01/04  13:00:00,16.722808983289185,835242.4039697463,0.0,-1.346930180885227 
 01/04  14:00:00,18.00000000084483,860370.0725114952,0.0,-1.0475086778996246 
 01/04  15:00:00,16.022762938999369,0.0,0.0,-1.2461494518089394 
 01/04  16:00:00,15.486932348733788,0.0,0.0,-1.4219252368033582 
 01/04  17:00:00,15.470173867095907,0.0,0.0,-1.4458153979571052 
 01/04  18:00:00,15.419535913721168,0.0,0.0,-1.4613634984539044 
 01/04  19:00:00,15.360631178163855,0.0,0.0,-1.4738791552783182 
 01/04  20:00:00,15.305691507596725,0.0,0.0,-1.4830311855659293 
 01/04  21:00:00,15.256655471585305,0.0,0.0,-1.4925080721860742 
 01/04  22:00:00,15.222277421126805,0.0,0.0,-1.5004735467124304 
 01/04  23:00:00,18.099367535669143,1255747.7603996138,0.0,-1.1237537543560675 
 01/04  24:00:00,18.000000000000026,808252.3304327927,0.0,-1.0148090540558055 
 01/05  01:00:00,18.000000000000008,833657.2872356686,0.0,-0.9994467936522554 
 01/05  02:00:00,18.0,816532.0051646705,0.0,-0.9927059303602968 
 01/05  03:00:00,17.999999999999998,811288.1065115541,0.0,-0.991628164770335 
 01/05  04:00:00,18.00000000000002,818353.017794735,0.0,-0.9930037797919441 
 01/05  05:00:00,18.000000000000026,829692.2421461913,0.0,-0.995145538130059 
 01/05  06:00:00,17.99999999999999,843975.4464716422,0.0,-0.9968801265358221 
 01/05  07:00:00,18.000000000000026,859233.4639949892,0.0,-0.9982927617858688 
 01/05  08:00:00,18.000000000000005,868964.2389969745,0.0,-0.9999926165127809 
 01/05  09:00:00,15.900730544185079,0.0,0.0,-1.242184057198657 
 01/05  10:00:00,15.24811270377567,0.0,0.0,-1.459321171541574 
 01/05  11:00:00,15.229757647891275,0.0,0.0,-1.4982550199632099 
 01/05  12:00:00,15.218209966452776,0.0,0.0,-1.5169748407798967 
 01/05  13:00:00,16.702367552486164,870997.6452139093,0.0,-1.3712338266113136 
 01/05  14:00:00,18.000000000056553,918147.3314312379,0.0,-1.059871458042301 
 01/05  15:00:00,15.945739198726037,0.0,0.0,-1.2623826447203795 
 01/05  16:00:00,15.355624539716624,0.0,0.0,-1.4520785603707525 
 01/05  17:00:00,15.335688921283074,0.0,0.0,-1.4844159436419362 
 01/05  18:00:00,15.32787621835857,0.0,0.0,-1.497514452439071 
 01/05  19:00:00,15.322610788983843,0.0,0.0,-1.5044694465711087 
 01/05  20:00:00,15.3147154024347,0.0,0.0,-1.5074810332041997 
 01/05  21:00:00,15.28545123912614,0.0,0.0,-1.513246278913373 
 01/05  22:00:00,15.241276427287993,0.0,0.0,-1.5226611912608946 
 01/05  23:00:00,18.10144522952791,1287554.606729783,0.0,-1.14765363017664 
 01/05  24:00:00,18.000000000000015,856084.2571822299,0.0,-1.0353326560389185 
 01/06  01:00:00,18.000000000000005,897472.6627387464,0.0,-1.0132251215037778 
 01/06  02:00:00,17.999999999999998,895807.6181422651,0.0,-1.000894569572015 
 01/06  03:00:00,17.999999999999998,888368.1874363388,0.0,-0.9940235057781074 
 01/06  04:00:00,18.000000000000015,886102.1449080061,0.0,-0.9896980922628199 
 01/06  05:00:00,18.000000000000008,882747.7903687775,0.0,-0.9862524461061154 
 01/06  06:00:00,17.999999999999998,875059.2128121316,0.0,-0.9833983119463431 
 01/06  07:00:00,17.999999999999987,870440.6475194724,0.0,-0.9816745464879926 
 01/06  08:00:00,18.000000000000033,868306.0670608284,0.0,-0.9819017423897374 
 01/06  09:00:00,15.913547340190667,0.0,0.0,-1.2214678241966329 
 01/06  10:00:00,15.334156366357755,0.0,0.0,-1.4243783045020902 
 01/06  11:00:00,15.390049402830498,0.0,0.0,-1.4509760234340104 
 01/06  12:00:00,15.462240532235719,0.0,0.0,-1.457057150297368 
 01/06  13:00:00,16.875944470354488,713433.4826000334,0.0,-1.313128953747483 
 01/06  14:00:00,18.00000002570975,529240.9870236004,0.0,-1.0440789427350088 
 01/06  15:00:00,16.43288793955582,0.0,0.0,-1.2012170206511249 
 01/06  16:00:00,16.047107299916019,0.0,0.0,-1.3323264927144785 
 01/06  17:00:00,16.070188810423955,0.0,0.0,-1.3350857703436923 
 01/06  18:00:00,16.007816823018648,0.0,0.0,-1.3442717641591227 
 01/06  19:00:00,15.907099872906676,0.0,0.0,-1.358722031061461 
 01/06  20:00:00,15.815083377197596,0.0,0.0,-1.3710444412019954 
 01/06  21:00:00,15.722113506306686,0.0,0.0,-1.3855330263740189 
 01/06  22:00:00,15.642078205367783,0.0,0.0,-1.3990992446021602 
 01/06  23:00:00,18.112128597471967,889201.2666583153,0.0,-1.08165741045361 
 01/06  24:00:00,17.999999999999994,573532.5989945023,0.0,-0.9997568846780004 
 01/07  01:00:00,18.00000000000001,645190.9256665736,0.0,-0.9874608630325388 
 01/07  02:00:00,18.00000000000001,673598.4803267923,0.0,-0.9798372536573886 
 01/07  03:00:00,17.999999999999984,715564.7450321775,0.0,-0.9776618337080657 
 01/07  04:00:00,18.000000000000008,771160.8120316696,0.0,-0.9773578020154231 
 01/07  05:00:00,18.000000000000005,840142.5208794004,0.0,-0.9783222313068269 
 01/07  06:00:00,18.000000000000019,908336.4705489107,0.0,-0.9799011542645828 
 01/07  07:00:00,17.99999999999997,963980.5509028764,0.0,-0.9814669139790744 
 01/07  08:00:00,18.00000000000003,998869.8322650343,0.0,-0.9829205343138866 
 01/07  09:00:00,15.770509184633476,0.0,0.0,-1.2423068683016417 
 01/07  10:00:00,15.116684433171619,0.0,0.0,-1.4610956425090385 
 01/07  11:00:00,15.166957041134781,0.0,0.0,-1.4999269968964225 
 01/07  12:00:00,15.263652662467806,0.0,0.0,-1.5060686287231338 
 01/07  13:00:00,16.783914192359707,753155.7114701857,0.0,-1.3470149933356757 
 01/07  14:00:00,18.000000005966557,590179.7589456687,0.0,-1.0556265112585528 
 01/07  15:00:00,16.451863087569675,0.0,0.0,-1.2040090300324258 
 01/07  16:00:00,16.243994376512327,0.0,0.0,-1.3021090753940377 
 01/07  17:00:00,16.354380134569924,0.0,0.0,-1.2816297641153436 
 01/07  18:00:00,16.307256712156908,0.0,0.0,-1.2890556353201488 
 01/07  19:00:00,16.22997672947927,0.0,0.0,-1.3027051530368386 
 01/07  20:00:00,16.142433114306994,0.0,0.0,-1.3184023554542035 
 01/07  21:00:00,16.047886969340536,0.0,0.0,-1.3345802143913635 
 01/07  22:00:00,15.961218812331517,0.0,0.0,-1.349816605797882 
 01/07  23:00:00,18.117064417976818,697416.2206134761,0.0,-1.0729253610104393 
 01/07  24:00:00,18.000000000000008,363164.2349854049,0.0,-1.0114512356600416 
 01/08  01:00:00,18.000000000000005,454374.1997510579,0.0,-1.0021882967391889 
 01/08  02:00:00,17.999999999999998,482527.2101572085,0.0,-0.9924694558189086 
 01/08  03:00:00,18.0,508356.54835992419,0.0,-0.986911592659323 
 01/08  04:00:00,18.00000000000001,535197.2638605286,0.0,-0.9832502765368826 
 01/08  05:00:00,17.999999999999998,560937.6278237955,0.0,-0.9806701802786474 
 01/08  06:00:00,17.999999999999984,584398.290170218,0.0,-0.9783014354791965 
 01/08  07:00:00,18.000000000000019,600174.7271294687,0.0,-0.9771382834008523 
 01/08  08:00:00,18.0,609147.5182550761,0.0,-0.9768863128182429 
 01/08  09:00:00,16.12252033028466,0.0,0.0,-1.1940976879658412 
 01/08  10:00:00,15.654008513038406,0.0,0.0,-1.365718646178511 
 01/08  11:00:00,15.709474592234102,0.0,0.0,-1.382267201572154 
 01/08  12:00:00,15.782698685892598,0.0,0.0,-1.3814384293919269 
 01/08  13:00:00,17.033285308442939,559700.143565037,0.0,-1.2493392682265153 
 01/08  14:00:00,18.00000002377845,321712.5509742401,0.0,-1.0257701529428427 
 01/08  15:00:00,16.559834397577693,0.0,0.0,-1.1721045494320619 
 01/08  16:00:00,16.201677327922146,0.0,0.0,-1.2896957337551889 
 01/08  17:00:00,16.22599768731859,0.0,0.0,-1.2962974166015469 
 01/08  18:00:00,16.20198340878932,0.0,0.0,-1.3035830555095863 
 01/08  19:00:00,16.140531779401358,0.0,0.0,-1.3126650893838348 
 01/08  20:00:00,16.071526195262796,0.0,0.0,-1.324359504695879 
 01/08  21:00:00,16.014126635499545,0.0,0.0,-1.3346892555138797 
 01/08  22:00:00,15.979853679344372,0.0,0.0,-1.3398954710674776 
 01/08  23:00:00,18.113251035082109,644717.1459802295,0.0,-1.0598879036850238 
 01/08  24:00:00,18.0,311147.3482338416,0.0,-0.9975569595320279 
 01/09  01:00:00,17.999999999999994,415570.275593842,0.0,-0.9877651787453243 
 01/09  02:00:00,17.999999999999987,462196.79286333188,0.0,-0.9794774398810576 
 01/09  03:00:00,17.99999999999999,489313.7339304039,0.0,-0.9746000754372405 
 01/09  04:00:00,18.000000000000005,498572.99438775968,0.0,-0.9716585359245595 
 01/09  05:00:00,18.000000000000005,505258.2319316213,0.0,-0.9696950166028139 
 01/09  06:00:00,18.00000000000001,514647.387622017,0.0,-0.9683838629808297 
 01/09  07:00:00,17.999999999999998,523687.32764067259,0.0,-0.9680250770870282 
 01/09  08:00:00,18.0,532236.3167400279,0.0,-0.9687861963591131 
 01/09  09:00:00,16.19780432212754,0.0,0.0,-1.1774454303025073 
 01/09  10:00:00,15.716997597014382,0.0,0.0,-1.3449824315229407 
 01/09  11:00:00,15.703582724618757,0.0,0.0,-1.3716999043788015 
 01/09  12:00:00,15.702495189978722,0.0,0.0,-1.3837560063272843 
 01/09  13:00:00,16.94479370399846,647098.9235815576,0.0,-1.2624738306642065 
 01/09  14:00:00,18.000000006963206,520078.3025062419,0.0,-1.0178571956058714 
 01/09  15:00:00,16.281152524260347,0.0,0.0,-1.1919915989172268 
 01/09  16:00:00,15.80699763931076,0.0,0.0,-1.343851476718225 
 01/09  17:00:00,15.774742894058312,0.0,0.0,-1.367277998620179 
 01/09  18:00:00,15.743377464157453,0.0,0.0,-1.3812910966447512 
 01/09  19:00:00,15.730014245176529,0.0,0.0,-1.3878580290723477 
 01/09  20:00:00,15.717749288815599,0.0,0.0,-1.390687364647208 
 01/09  21:00:00,15.70028676119503,0.0,0.0,-1.3948475511354038 
 01/09  22:00:00,15.687536149817582,0.0,0.0,-1.3984118717416783 
 01/09  23:00:00,18.10794389632313,862718.3126227728,0.0,-1.083303374859543 
 01/09  24:00:00,18.000000000000005,455195.4297732139,0.0,-1.0059109012572889 
 01/10  01:00:00,17.999999999999987,498602.05064167678,0.0,-0.9954804337645458 
 01/10  02:00:00,18.000000000000005,495900.1308567751,0.0,-0.9885746615170027 
 01/10  03:00:00,18.0,492629.5450051018,0.0,-0.9854369341020237 
 01/10  04:00:00,18.000000000000015,494455.2203626854,0.0,-0.9837162997531429 
 01/10  05:00:00,18.000000000000005,497722.28285014306,0.0,-0.9818836760498099 
 01/10  06:00:00,18.00000000000001,507580.6560555899,0.0,-0.9802929035315677 
 01/10  07:00:00,18.000000000000015,516812.52344335857,0.0,-0.979047386344767 
 01/10  08:00:00,18.000000000000005,520298.50077884356,0.0,-0.9788396584078111 
 01/10  09:00:00,16.21355218145266,0.0,0.0,-1.1835282656310334 
 01/10  10:00:00,15.729600357203227,0.0,0.0,-1.3494278956220585 
 01/10  11:00:00,15.734301028548485,0.0,0.0,-1.3738414709405198 
 01/10  12:00:00,15.775709905314804,0.0,0.0,-1.3814769111230543 
 01/10  13:00:00,17.017510111721668,580704.6729072835,0.0,-1.2565845056692829 
 01/10  14:00:00,18.00000002668819,371469.53085901329,0.0,-1.0312918398778675 
 01/10  15:00:00,16.554882819546454,0.0,0.0,-1.1755982236879097 
 01/10  16:00:00,16.24044125990555,0.0,0.0,-1.2820262035907533 
 01/10  17:00:00,16.264259845668936,0.0,0.0,-1.277147275770297 
 01/10  18:00:00,16.191541586069893,0.0,0.0,-1.287212733853025 
 01/10  19:00:00,16.079694237544424,0.0,0.0,-1.3063076781461709 
 01/10  20:00:00,15.983970002535442,0.0,0.0,-1.3250613228383548 
 01/10  21:00:00,15.918752269868153,0.0,0.0,-1.3386048044700168 
 01/10  22:00:00,15.89316923266721,0.0,0.0,-1.3438125929036907 
 01/10  23:00:00,18.113003688955425,695505.2858996008,0.0,-1.0541196517904586 
 01/10  24:00:00,18.0,363474.09497372878,0.0,-0.9868872716982958 
 01/11  01:00:00,18.000000000000005,476454.506862854,0.0,-0.9787735661686406 
 01/11  02:00:00,18.000000000000005,539651.5708933103,0.0,-0.9745372768553983 
 01/11  03:00:00,18.000000000000005,577617.359847971,0.0,-0.9740393773808859 
 01/11  04:00:00,18.000000000000005,597728.811545664,0.0,-0.9740566857682316 
 01/11  05:00:00,18.000000000000015,617107.1689852371,0.0,-0.9736867468333653 
 01/11  06:00:00,18.0,642622.1345652465,0.0,-0.9746610621240152 
 01/11  07:00:00,17.999999999999984,668803.8566750678,0.0,-0.9764237327951019 
 01/11  08:00:00,18.00000000000001,669448.3840347695,0.0,-0.9777186811560473 
 01/11  09:00:00,16.075008522537578,0.0,0.0,-1.201483376508596 
 01/11  10:00:00,15.612839791253828,0.0,0.0,-1.372660874816039 
 01/11  11:00:00,15.621926779908336,0.0,0.0,-1.393694008549496 
 01/11  12:00:00,15.628867236824517,0.0,0.0,-1.4011868024173569 
 01/11  13:00:00,16.90928298762371,681578.428907714,0.0,-1.2740121521634052 
 01/11  14:00:00,18.000000000100905,585073.7791916062,0.0,-1.0198818086156159 
 01/11  15:00:00,16.200446901669268,0.0,0.0,-1.2016275182823193 
 01/11  16:00:00,15.702424942197114,0.0,0.0,-1.3623381127905204 
 01/11  17:00:00,15.674532957065765,0.0,0.0,-1.3868933961687633 
 01/11  18:00:00,15.649568584145712,0.0,0.0,-1.40013701596978 
 01/11  19:00:00,15.641053529604362,0.0,0.0,-1.4059538498231484 
 01/11  20:00:00,15.647102328728982,0.0,0.0,-1.4072729488244107 
 01/11  21:00:00,15.652782895389395,0.0,0.0,-1.407279876783071 
 01/11  22:00:00,15.656358654484415,0.0,0.0,-1.4077488262293665 
 01/11  23:00:00,18.11114180123301,877292.8484190343,0.0,-1.0883905409024147 
 01/11  24:00:00,17.999999999999998,469851.4278514172,0.0,-1.0115230968743785 
 01/12  01:00:00,18.00000000000001,514601.3566798221,0.0,-1.0029262045413575 
 01/12  02:00:00,17.999999999999998,518700.3170865488,0.0,-0.9985724904051482 
 01/12  03:00:00,18.000000000000005,532341.866613623,0.0,-0.9975232120746248 
 01/12  04:00:00,18.000000000000026,549604.4104774955,0.0,-0.9964994374287898 
 01/12  05:00:00,17.999999999999998,572271.1831730668,0.0,-0.9942295510842144 
 01/12  06:00:00,18.0,592567.9471686962,0.0,-0.9903752250841058 
 01/12  07:00:00,18.000000000000005,606189.0000961062,0.0,-0.9860537930376335 
 01/12  08:00:00,17.999999999999998,613754.6050253933,0.0,-0.982232428700886 
 01/12  09:00:00,16.108682787143566,0.0,0.0,-1.1971139065108523 
 01/12  10:00:00,15.613057041339986,0.0,0.0,-1.3674575272307375 
 01/12  11:00:00,15.599615273991489,0.0,0.0,-1.3911876168799964 
 01/12  12:00:00,15.596481231165898,0.0,0.0,-1.4037435009318058 
 01/12  13:00:00,16.896934085787675,688664.6508527284,0.0,-1.2769567897437757 
 01/12  14:00:00,18.000000000097768,598124.025710816,0.0,-1.0230536370390165 
 01/12  15:00:00,16.23894711128636,0.0,0.0,-1.2043298615769358 
 01/12  16:00:00,15.726837944615001,0.0,0.0,-1.365485485112087 
 01/12  17:00:00,15.72282184233118,0.0,0.0,-1.3891398174524022 
 01/12  18:00:00,15.72218073631168,0.0,0.0,-1.396698199484926 
 01/12  19:00:00,15.714831339966539,0.0,0.0,-1.3986477480342626 
 01/12  20:00:00,15.697712594575665,0.0,0.0,-1.4003413096148255 
 01/12  21:00:00,15.670981636220395,0.0,0.0,-1.4038031909907123 
 01/12  22:00:00,15.644779118680118,0.0,0.0,-1.4086552421745798 
 01/12  23:00:00,18.112565823170717,898059.7566233142,0.0,-1.0872391975220608 
 01/12  24:00:00,18.00000000000001,495635.01802206589,0.0,-1.0064221861791929 
 01/13  01:00:00,18.000000000000008,538660.6860846619,0.0,-0.9934062309457538 
 01/13  02:00:00,18.00000000000001,534330.0931008646,0.0,-0.9843729075596327 
 01/13  03:00:00,18.00000000000001,534149.0059585694,0.0,-0.9799468318204299 
 01/13  04:00:00,18.00000000000001,535366.5163352166,0.0,-0.9770742550194189 
 01/13  05:00:00,17.999999999999998,540612.7409487953,0.0,-0.974647443907942 
 01/13  06:00:00,17.999999999999998,550306.1455764866,0.0,-0.9720874855664334 
 01/13  07:00:00,18.0,559194.7750734092,0.0,-0.9704646850276234 
 01/13  08:00:00,18.0,559876.3789481614,0.0,-0.9689179114782704 
 01/13  09:00:00,16.18843320909043,0.0,0.0,-1.176401530969269 
 01/13  10:00:00,15.661715690875484,0.0,0.0,-1.3457435006125114 
 01/13  11:00:00,15.652482965031619,0.0,0.0,-1.3750734655256685 
 01/13  12:00:00,15.674679862469724,0.0,0.0,-1.385387681160501 
 01/13  13:00:00,16.95433618203627,629019.8178538045,0.0,-1.2608120854170729 
 01/13  14:00:00,18.000000026623103,491617.9057006382,0.0,-1.0213080871108045 
 01/13  15:00:00,16.36846792149552,0.0,0.0,-1.1873610636482855 
 01/13  16:00:00,15.936970684771069,0.0,0.0,-1.329782639823101 
 01/13  17:00:00,15.95412885436688,0.0,0.0,-1.3428569123596229 
 01/13  18:00:00,15.934832971869817,0.0,0.0,-1.35139396840097 
 01/13  19:00:00,15.896556514158519,0.0,0.0,-1.3603438950993195 
 01/13  20:00:00,15.8517992794419,0.0,0.0,-1.370330118312779 
 01/13  21:00:00,15.809065125127113,0.0,0.0,-1.3814111304473525 
 01/13  22:00:00,15.781056913351448,0.0,0.0,-1.3906931364756315 
 01/13  23:00:00,18.12081085016678,790295.331567638,0.0,-1.0892909502612745 
 01/13  24:00:00,18.000000000000015,397386.2439444311,0.0,-1.0202206269338519 
 01/14  01:00:00,17.999999999999998,440311.6669920073,0.0,-1.0126554279637279 
 01/14  02:00:00,18.000000000000015,434471.22748386519,0.0,-1.0048796595939329 
 01/14  03:00:00,18.000000000000005,434163.14344481207,0.0,-0.999345375877969 
 01/14  04:00:00,18.000000000000008,446478.61336426206,0.0,-0.9949830740848737 
 01/14  05:00:00,18.000000000000005,463308.8430405861,0.0,-0.9897635172076019 
 01/14  06:00:00,18.00000000000002,485399.4802381457,0.0,-0.9843213708291483 
 01/14  07:00:00,17.999999999999998,501812.1985955275,0.0,-0.979006501538891 
 01/14  08:00:00,17.999999999999998,503617.2214771545,0.0,-0.9732260195396477 
 01/14  09:00:00,16.25326773347716,0.0,0.0,-1.1690082854661166 
 01/14  10:00:00,15.746786552691292,0.0,0.0,-1.325526083231489 
 01/14  11:00:00,15.743149893782272,0.0,0.0,-1.3475891758665633 
 01/14  12:00:00,15.766013302445258,0.0,0.0,-1.3528655008615092 
 01/14  13:00:00,17.00206383304798,566738.1791720912,0.0,-1.230182190107272 
 01/14  14:00:00,18.000000056183685,416807.9119293832,0.0,-1.0037203541320972 
 01/14  15:00:00,16.42721395677961,0.0,0.0,-1.1657394511088928 
 01/14  16:00:00,15.975167654405505,0.0,0.0,-1.3024174281228203 
 01/14  17:00:00,15.963501091301973,0.0,0.0,-1.3207170132420896 
 01/14  18:00:00,15.934867935194419,0.0,0.0,-1.3348893824498607 
 01/14  19:00:00,15.913166143083045,0.0,0.0,-1.3431049327347174 
 01/14  20:00:00,15.89268415238874,0.0,0.0,-1.3486126229839988 
 01/14  21:00:00,15.868476327257844,0.0,0.0,-1.3538182397459123 
 01/14  22:00:00,15.848896402774768,0.0,0.0,-1.358060558548545 
 01/14  23:00:00,18.114510061431429,722411.209242324,0.0,-1.0663306535886863 
 01/14  24:00:00,18.00000000000001,349842.6357363181,0.0,-0.9999583845783695 
 01/15  01:00:00,18.000000000000005,401769.9274096315,0.0,-0.9912319516764594 
 01/15  02:00:00,17.999999999999998,397248.32385045339,0.0,-0.9848098162815019 
 01/15  03:00:00,18.000000000000005,391080.9394838135,0.0,-0.9822513555270979 
 01/15  04:00:00,18.000000000000026,395028.1928330234,0.0,-0.9821202299234355 
 01/15  05:00:00,17.999999999999994,396871.6108917067,0.0,-0.9822048770657688 
 01/15  06:00:00,18.0,395167.49365346677,0.0,-0.9808128458576423 
 01/15  07:00:00,17.999999999999998,395142.5370348334,0.0,-0.9802494841697048 
