Date/Time,BEDROOM2.2:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BEDROOM2.2:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),BEDROOM2.2:Zone Thermal Comfort Fanger Model PMV [](Hourly) 
 07/12  12:00:00,0.0,180225.58140628207,-0.14092917245443016 
 07/12  13:00:00,0.0,626735.2895248109,-0.16557845689863166 
 07/12  14:00:00,0.0,1209357.24917308,-0.1863716807730545 
 07/12  15:00:00,0.0,2064985.2177905199,-0.18253447385610126 
 07/12  16:00:00,0.0,1190127.0742907127,-0.1856570342551483 
 07/12  17:00:00,0.0,1172728.7073920514,-0.1983458466690205 
 07/12  18:00:00,0.0,1184717.26092237,-0.18639387978282086 
 07/12  19:00:00,0.0,2760199.2964153198,-0.11982398219637469 
 07/12  20:00:00,0.0,2253881.9353424555,-0.10449439901389594 
 07/12  21:00:00,0.0,1628231.9933467648,-0.10657218313198608 
 07/12  22:00:00,0.0,1185162.1403585643,-0.10055498455312939 
 07/12  23:00:00,0.0,930967.8589815206,-0.09917103336548372 
 07/12  24:00:00,0.0,428438.18311342658,-0.10088333518286573 
 07/13  01:00:00,0.0,325540.21724405078,-0.10381123879988191 
 07/13  02:00:00,0.0,272639.2563514846,-0.10915125661292123 
 07/13  03:00:00,0.0,311027.3801533511,-0.11363552363985026 
 07/13  04:00:00,0.0,281208.89932764947,-0.11845515936727884 
 07/13  05:00:00,0.0,148716.2431158309,-0.11723878867202427 
 07/13  06:00:00,0.0,13339.133640360313,-0.11795595319907196 
 07/13  07:00:00,0.0,0.0,-0.20282013925503024 
 07/13  08:00:00,0.0,0.0,-0.2392252592667674 
 07/13  09:00:00,0.0,0.0,-0.23734542521585434 
 07/13  10:00:00,0.0,0.0,-0.21026912206582078 
 07/13  11:00:00,0.0,0.0,-0.15976395148134213 
 07/13  12:00:00,0.0,0.0,-0.1010215709292969 
 07/13  13:00:00,0.0,0.0,-0.03527425696512614 
 07/13  14:00:00,0.0,0.0,0.006364065864487014 
 07/13  15:00:00,0.0,0.0,0.0030923226836689408 
 07/13  16:00:00,0.0,0.0,-0.044817033284935987 
 07/13  17:00:00,0.0,0.0,-0.14603650239901068 
 07/13  18:00:00,0.0,0.0,-0.27032322753748536 
 07/13  19:00:00,0.0,0.0,-0.3525991627403797 
 07/13  20:00:00,0.0,0.0,-0.38778478854769507 
 07/13  21:00:00,0.0,0.0,-0.3033744561712934 
 07/13  22:00:00,0.0,0.0,-0.23673245005173269 
 07/13  23:00:00,0.0,0.0,-0.19913511980090466 
 07/13  24:00:00,0.0,0.0,-0.23589155170478758 
 07/14  01:00:00,0.0,0.0,-0.2707129200793283 
 07/14  02:00:00,0.0,0.0,-0.29896676322137785 
 07/14  03:00:00,0.0,0.0,-0.32562972792686858 
 07/14  04:00:00,0.0,0.0,-0.35722106402798378 
 07/14  05:00:00,0.0,0.0,-0.3996545809715603 
 07/14  06:00:00,0.0,0.0,-0.4373208400278226 
 07/14  07:00:00,0.0,0.0,-0.5528225948435259 
 07/14  08:00:00,0.0,0.0,-0.6108709903470762 
 07/14  09:00:00,0.0,0.0,-0.6113077224912917 
 07/14  10:00:00,0.0,0.0,-0.5969450529892946 
 07/14  11:00:00,0.0,0.0,-0.5810795974756932 
 07/14  12:00:00,0.0,0.0,-0.567742445540339 
 07/14  13:00:00,0.0,0.0,-0.5498206939665377 
 07/14  14:00:00,0.0,0.0,-0.5179737438236006 
 07/14  15:00:00,0.0,0.0,-0.48052961307397726 
 07/14  16:00:00,0.0,0.0,-0.44233675157015986 
 07/14  17:00:00,0.0,0.0,-0.4192535060621061 
 07/14  18:00:00,0.0,0.0,-0.4376866168047182 
 07/14  19:00:00,0.0,0.0,-0.4494423718137407 
 07/14  20:00:00,0.0,0.0,-0.46736882578897118 
 07/14  21:00:00,0.0,0.0,-0.46184511988505785 
 07/14  22:00:00,0.0,0.0,-0.4759827813624018 
 07/14  23:00:00,0.0,0.0,-0.4838340776749027 
 07/14  24:00:00,0.0,0.0,-0.5473081311598199 
 07/15  01:00:00,0.0,0.0,-0.5887441884039011 
 07/15  02:00:00,0.0,0.0,-0.6084552846971831 
 07/15  03:00:00,0.0,0.0,-0.6287028936025852 
 07/15  04:00:00,0.0,0.0,-0.6325473549026512 
 07/15  05:00:00,0.0,0.0,-0.6544914988722957 
 07/15  06:00:00,0.0,0.0,-0.671967442278654 
 07/15  07:00:00,0.0,0.0,-0.7657753589207563 
 07/15  08:00:00,0.0,0.0,-0.8006054836602622 
 07/15  09:00:00,0.0,0.0,-0.7656139057554088 
 07/15  10:00:00,0.0,0.0,-0.6942632706420727 
 07/15  11:00:00,0.0,0.0,-0.6221496554335819 
 07/15  12:00:00,0.0,0.0,-0.5614660484043254 
 07/15  13:00:00,0.0,0.0,-0.5065821784289611 
 07/15  14:00:00,0.0,0.0,-0.4484078491078504 
 07/15  15:00:00,0.0,0.0,-0.3906393336560176 
 07/15  16:00:00,0.0,0.0,-0.3214805111563721 
 07/15  17:00:00,0.0,0.0,-0.2510314340108438 
 07/15  18:00:00,0.0,0.0,-0.2009348880190212 
 07/15  19:00:00,0.0,0.0,-0.16697141211829828 
 07/15  20:00:00,0.0,0.0,-0.1667746921579135 
 07/15  21:00:00,0.0,375600.3765253928,-0.2429947781344023 
 07/15  22:00:00,0.0,230753.63734097294,-0.27070800469712966 
 07/15  23:00:00,0.0,152154.59185461896,-0.26912951146357697 
 07/15  24:00:00,0.0,0.0,-0.3413205970556065 
 07/16  01:00:00,0.0,0.0,-0.403887194819542 
 07/16  02:00:00,0.0,0.0,-0.43960322663512316 
 07/16  03:00:00,0.0,0.0,-0.468830605110214 
 07/16  04:00:00,0.0,0.0,-0.5185706110410637 
 07/16  05:00:00,0.0,0.0,-0.5587769846854523 
 07/16  06:00:00,0.0,0.0,-0.5847548965844099 
 07/16  07:00:00,0.0,0.0,-0.65753863482236 
 07/16  08:00:00,0.0,0.0,-0.6878868005991299 
 07/16  09:00:00,0.0,0.0,-0.6562202707544501 
 07/16  10:00:00,0.0,0.0,-0.5917485156012836 
 07/16  11:00:00,0.0,0.0,-0.5077425278782028 
 07/16  12:00:00,0.0,0.0,-0.38380447159420985 
 07/16  13:00:00,0.0,0.0,-0.22684328698611518 
 07/16  14:00:00,0.0,0.0,-0.046022867746655798 
 07/16  15:00:00,0.0,0.0,0.034117986756847979 
 07/16  16:00:00,0.0,0.0,0.24118797186237132 
 07/16  17:00:00,0.0,0.0,0.4424548934408398 
 07/16  18:00:00,0.0,0.0,0.5857066821278895 
 07/16  19:00:00,0.0,0.0,0.6516368462354192 
 07/16  20:00:00,0.0,0.0,0.5995192689409019 
 07/16  21:00:00,0.0,1655585.5142691048,-0.06470701538472545 
 07/16  22:00:00,0.0,1183977.703216168,-0.2665304231271747 
 07/16  23:00:00,0.0,1161701.7577702383,-0.28949191540756299 
 07/16  24:00:00,0.0,2562008.789809809,-0.22951957529267243 
 07/17  01:00:00,0.0,2289811.694759966,-0.16427624906735056 
 07/17  02:00:00,0.0,1767343.7469630689,-0.14958906537514189 
 07/17  03:00:00,0.0,1155935.706094609,-0.13782777513226589 
 07/17  04:00:00,0.0,536526.5377348408,-0.12903101100669107 
 07/17  05:00:00,0.0,31398.753902746565,-0.13277231891862729 
 07/17  06:00:00,0.0,0.0,-0.2094404814551768 
 07/17  07:00:00,0.0,0.0,-0.3345189060632557 
 07/17  08:00:00,0.0,0.0,-0.3732336999929644 
 07/17  09:00:00,0.0,0.0,-0.29830319575422728 
 07/17  10:00:00,0.0,0.0,-0.09698785300214163 
 07/17  11:00:00,0.0,0.0,0.24831836920595996 
 07/17  12:00:00,0.0,0.0,0.4563935323499022 
 07/17  13:00:00,0.0,0.0,0.6419901795680545 
 07/17  14:00:00,0.0,0.0,0.6635271907823647 
 07/17  15:00:00,0.0,0.0,0.5341852373227506 
 07/17  16:00:00,0.0,0.0,0.37767340748166436 
 07/17  17:00:00,0.0,0.0,0.1241662896637453 
 07/17  18:00:00,0.0,0.0,-0.11251988361110965 
 07/17  19:00:00,0.0,0.0,-0.20716285089468262 
 07/17  20:00:00,0.0,0.0,-0.18880806361957853 
 07/17  21:00:00,0.0,400158.5833945534,-0.11211395500563781 
 07/17  22:00:00,0.0,718261.7835656197,-0.07422953794479839 
 07/17  23:00:00,0.0,999455.9859763407,-0.057659864179295718 
 07/17  24:00:00,0.0,427912.3471718747,-0.04518192165547694 
 07/18  01:00:00,0.0,323202.90287662946,-0.03899443489976792 
 07/18  02:00:00,0.0,158363.66800836643,-0.04343992211351625 
 07/18  03:00:00,0.0,8354.198986602913,-0.05035890516003962 
 07/18  04:00:00,0.0,0.0,-0.07692468899041692 
 07/18  05:00:00,0.0,0.0,-0.09894959201182763 
 07/18  06:00:00,0.0,0.0,-0.11221395613960936 
 07/18  07:00:00,0.0,0.0,-0.12110788944284906 
 07/18  08:00:00,0.0,0.0,-0.12200456413052149 
 07/18  09:00:00,0.0,0.0,-0.09464157267142641 
 07/18  10:00:00,0.0,110575.26183803039,-0.056455162792243888 
 07/18  11:00:00,0.0,561327.6266640722,-0.06567418482252544 
 07/18  12:00:00,0.0,1082006.03578468,-0.09192800181540437 
 07/18  13:00:00,0.0,1586369.4812340826,-0.11639196922803399 
 07/18  14:00:00,0.0,2229303.0714638789,-0.14032758246860489 
 07/18  15:00:00,0.0,1464794.9618802714,-0.15700532258572448 
 07/18  16:00:00,0.0,949202.7135780505,-0.20674060796278377 
 07/18  17:00:00,0.0,935556.0162448847,-0.21672940483904 
 07/18  18:00:00,0.0,973248.0959236322,-0.20399605908933256 
 07/18  19:00:00,0.0,2326827.5349188235,-0.16991464583984529 
 07/18  20:00:00,0.0,2459278.877587755,-0.12204382246691729 
 07/18  21:00:00,0.0,1849717.6071763496,-0.1302624070610293 
 07/18  22:00:00,0.0,1428817.0482715776,-0.1298917171969195 
 07/18  23:00:00,0.0,1248959.6589249254,-0.1349882619891591 
 07/18  24:00:00,0.0,729699.3484908589,-0.1408908300881577 
 07/19  01:00:00,0.0,644463.3047810013,-0.14204485757060612 
 07/19  02:00:00,0.0,554588.8009248921,-0.15125337113900384 
 07/19  03:00:00,0.0,444673.1834346433,-0.15549249793913756 
 07/19  04:00:00,0.0,219133.45002044258,-0.16076928663637164 
 07/19  05:00:00,0.0,4588.7134118442955,-0.16688903626127306 
 07/19  06:00:00,0.0,0.0,-0.20834307014732959 
 07/19  07:00:00,0.0,0.0,-0.24668362184033555 
 07/19  08:00:00,0.0,0.0,-0.25842681142150816 
 07/19  09:00:00,0.0,0.0,-0.22050774789945855 
 07/19  10:00:00,0.0,0.0,-0.181096527986124 
 07/19  11:00:00,0.0,38197.70672087165,-0.12884202288992284 
 07/19  12:00:00,0.0,345455.732973918,-0.1133278244751208 
 07/19  13:00:00,0.0,727268.2609946436,-0.12931197539607337 
 07/19  14:00:00,0.0,1240623.2996336446,-0.14670894584548339 
 07/19  15:00:00,0.0,1789050.9723680844,-0.15677454353662413 
 07/19  16:00:00,0.0,2227199.5827055147,-0.16155853187723413 
 07/19  17:00:00,0.0,2406328.471884602,-0.15213653363312314 
 07/19  18:00:00,0.0,2217160.5788444809,-0.15061987335987349 
 07/19  19:00:00,0.0,2177746.983627976,-0.1576815340876921 
 07/19  20:00:00,0.0,1873077.305943538,-0.1794953902513655 
 07/19  21:00:00,0.0,1521019.2495874065,-0.18915815762648578 
 07/19  22:00:00,0.0,1260904.4502951555,-0.1849747787198698 
 07/19  23:00:00,0.0,1153856.4215411384,-0.1776014980389001 
 07/19  24:00:00,0.0,629141.1776928725,-0.16544419816120585 
 07/20  01:00:00,0.0,429309.68057184966,-0.14503778717668754 
 07/20  02:00:00,0.0,254759.5231527816,-0.12763405847957327 
 07/20  03:00:00,0.0,106041.32372079078,-0.11042968615104115 
 07/20  04:00:00,0.0,0.0,-0.10388247227228864 
 07/20  05:00:00,0.0,0.0,-0.13096085617021675 
 07/20  06:00:00,0.0,0.0,-0.17109252728165748 
 07/20  07:00:00,0.0,0.0,-0.26555307005575376 
 07/20  08:00:00,0.0,0.0,-0.3066591398179881 
 07/20  09:00:00,0.0,0.0,-0.2895887147424077 
 07/20  10:00:00,0.0,0.0,-0.220265701149496 
 07/20  11:00:00,0.0,0.0,-0.11201992920401818 
 07/20  12:00:00,0.0,0.0,0.055372208360967119 
 07/20  13:00:00,0.0,0.0,0.2564930690395456 
 07/20  14:00:00,0.0,0.0,0.35828152649329 
 07/20  15:00:00,0.0,0.0,0.5361681729172705 
 07/20  16:00:00,0.0,0.0,0.7502175167717825 
 07/20  17:00:00,0.0,0.0,0.9228120718830255 
 07/20  18:00:00,0.0,0.0,1.0358575743974426 
 07/20  19:00:00,0.0,0.0,1.1143618251545542 
 07/20  20:00:00,0.0,0.0,1.1033367657947984 
 07/20  21:00:00,0.0,2504031.9221801266,0.1938072946476782 
 07/20  22:00:00,0.0,1937114.6229472664,-0.13383311617034494 
 07/20  23:00:00,0.0,1822362.5704274162,-0.15772429598555483 
 07/20  24:00:00,0.0,1444950.7636358469,-0.15528355845871429 
 07/21  01:00:00,0.0,2230819.3994167989,-0.12448238416607771 
 07/21  02:00:00,0.0,3149369.8094674849,0.012355094693298919 
 07/21  03:00:00,0.0,2635417.685002435,0.02892586691958876 
 07/21  04:00:00,0.0,2177151.970897488,0.04096683133334279 
 07/21  05:00:00,0.0,1785084.0706403198,0.04921691208927809 
 07/21  06:00:00,0.0,1506665.502390763,0.056842410418814378 
 07/21  07:00:00,0.0,0.0,0.1551610714098373 
 07/21  08:00:00,0.0,0.0,0.20282845662783426 
 07/21  09:00:00,0.0,0.0,0.266301670894407 
 07/21  10:00:00,0.0,0.0,0.39661912798589396 
 07/21  11:00:00,0.0,0.0,0.5803271490436491 
 07/21  12:00:00,0.0,0.0,0.7035513625600868 
 07/21  13:00:00,0.0,0.0,0.8466741275923473 
 07/21  14:00:00,0.0,0.0,0.9862359074890772 
 07/21  15:00:00,0.0,0.0,1.1270093853410102 
 07/21  16:00:00,0.0,0.0,1.299374428885199 
 07/21  17:00:00,0.0,0.0,1.4419443228350036 
 07/21  18:00:00,0.0,0.0,1.5658571178292993 
 07/21  19:00:00,0.0,0.0,1.6488323197426159 
 07/21  20:00:00,0.0,0.0,1.614076833911487 
 07/21  21:00:00,0.0,3711461.4082336227,0.46266730393640095 
 07/21  22:00:00,0.0,2621853.20996936,0.006078572703798793 
 07/21  23:00:00,0.0,2527292.702711102,-0.01118046050647281 
 07/21  24:00:00,0.0,2089620.0082201998,-0.024503272168137286 
 07/22  01:00:00,0.0,1969402.458272873,-0.03454462109203931 
 07/22  02:00:00,0.0,1835306.0411528769,-0.049426939917023907 
 07/22  03:00:00,0.0,3385965.6902789499,0.014246506171310706 
 07/22  04:00:00,0.0,2986548.4204755548,0.04807451480688311 
 07/22  05:00:00,0.0,2436782.211284515,0.046728370274455078 
 07/22  06:00:00,0.0,1978362.1434597565,0.04691821077585756 
 07/22  07:00:00,0.0,0.0,0.18841276116870998 
 07/22  08:00:00,0.0,0.0,0.2904279285691317 
 07/22  09:00:00,0.0,0.0,0.4133837044619846 
 07/22  10:00:00,0.0,0.0,0.595343498894248 
 07/22  11:00:00,0.0,0.0,0.7784627948603987 
 07/22  12:00:00,0.0,0.0,0.9285696286114443 
 07/22  13:00:00,0.0,0.0,1.062263933644405 
 07/22  14:00:00,0.0,0.0,1.1873808385753704 
 07/22  15:00:00,0.0,0.0,1.3512797324400175 
 07/22  16:00:00,0.0,0.0,1.5603887197325864 
 07/22  17:00:00,0.0,0.0,1.7008210965440498 
 07/22  18:00:00,0.0,0.0,1.746522739274924 
 07/22  19:00:00,0.0,0.0,1.7776034768578027 
 07/22  20:00:00,0.0,0.0,1.7318323181068745 
 07/22  21:00:00,0.0,3588351.550943393,0.5314280788431357 
 07/22  22:00:00,0.0,2790866.0290033735,0.07797814777634134 
 07/22  23:00:00,0.0,2717831.8815624436,0.06480863171990371 
 07/22  24:00:00,0.0,2413901.1553202869,0.05827340651677424 
 07/23  01:00:00,0.0,2375030.5796575176,0.0566271196315359 
 07/23  02:00:00,0.0,2295457.6837020704,0.04933554839831947 
 07/23  03:00:00,0.0,2433083.700116372,0.0402320298000937 
 07/23  04:00:00,0.0,3964668.7455490764,0.1619307904059011 
 07/23  05:00:00,0.0,3491407.2217613926,0.1716343330470387 
 07/23  06:00:00,0.0,3005101.8501022227,0.16341897157209585 
 07/23  07:00:00,0.0,0.0,0.40169430424432997 
 07/23  08:00:00,0.0,0.0,0.5517705520524844 
 07/23  09:00:00,0.0,0.0,0.6344344609814824 
 07/23  10:00:00,0.0,0.0,0.7530865595550724 
 07/23  11:00:00,0.0,0.0,0.888820706792947 
 07/23  12:00:00,0.0,0.0,1.0226486170200074 
 07/23  13:00:00,0.0,0.0,1.1541897330654263 
 07/23  14:00:00,0.0,0.0,1.271816139992675 
 07/23  15:00:00,0.0,0.0,1.4017287192141897 
 07/23  16:00:00,0.0,0.0,1.5768142084655404 
 07/23  17:00:00,0.0,0.0,1.714854366635986 
 07/23  18:00:00,0.0,0.0,1.8551383705559246 
 07/23  19:00:00,0.0,0.0,1.939003497104193 
 07/23  20:00:00,0.0,0.0,1.9149996232547313 
 07/23  21:00:00,0.0,4059467.133176474,0.6465413068485652 
 07/23  22:00:00,0.0,3157542.0702859449,0.15663281489066895 
 07/23  23:00:00,0.0,3076408.9843231609,0.14127739401703746 
 07/23  24:00:00,0.0,2715902.709533971,0.12657908118518633 
 07/24  01:00:00,0.0,2637079.282587769,0.11870620092164755 
 07/24  02:00:00,0.0,2534384.20439053,0.10802779018029984 
 07/24  03:00:00,0.0,4700237.704272468,0.19796779837052695 
 07/24  04:00:00,0.0,4500949.170001388,0.24092092068640343 
 07/24  05:00:00,0.0,4022419.939829484,0.2314115623432365 
 07/24  06:00:00,0.0,3652032.3461872257,0.22152961753997903 
 07/24  07:00:00,0.0,0.0,0.5176095572582358 
 07/24  08:00:00,0.0,0.0,0.7106644493056452 
 07/24  09:00:00,0.0,0.0,0.8167575590251389 
 07/24  10:00:00,0.0,0.0,0.9648364883925567 
 07/24  11:00:00,0.0,0.0,1.1143371188696785 
 07/24  12:00:00,0.0,0.0,1.229057073426691 
 07/24  13:00:00,0.0,0.0,1.3251805088172413 
 07/24  14:00:00,0.0,0.0,1.4370989504607273 
 07/24  15:00:00,0.0,0.0,1.581522564008439 
 07/24  16:00:00,0.0,0.0,1.7831483412502487 
 07/24  17:00:00,0.0,0.0,1.9416653563315923 
 07/24  18:00:00,0.0,0.0,2.0053381613194558 
 07/24  19:00:00,0.0,0.0,2.0462759355773896 
 07/24  20:00:00,0.0,0.0,1.982252161893772 
 07/24  21:00:00,0.0,4358319.179691596,0.720074190406181 
 07/24  22:00:00,0.0,3264427.237503404,0.21520625517301979 
 07/24  23:00:00,0.0,3163924.9879238049,0.1910997155652068 
 07/24  24:00:00,0.0,2799399.031509429,0.17208256746627924 
 07/25  01:00:00,0.0,2708297.728825153,0.15782053185285872 
 07/25  02:00:00,0.0,2916248.29372068,0.13986911395634617 
 07/25  03:00:00,0.0,4745771.111469491,0.2507326033523085 
 07/25  04:00:00,0.0,4154325.91337494,0.2371733485493889 
 07/25  05:00:00,0.0,3552192.0693250328,0.2141296157729416 
 07/25  06:00:00,0.0,3057023.5708996716,0.19230757370342747 
 07/25  07:00:00,0.0,2762082.8280802818,0.17298392278614764 
 07/25  08:00:00,0.0,2686412.809645703,0.16345857809555049 
 07/25  09:00:00,0.0,2934497.0545135356,0.15839073462567375 
 07/25  10:00:00,0.0,3314582.776794157,0.155745008593543 
 07/25  11:00:00,0.0,3542150.3326810265,0.1500310470381992 
 07/25  12:00:00,0.0,2248742.765189371,0.0668771502987144 
 07/25  13:00:00,0.0,2098631.1210275816,0.02101549116338157 
 07/25  14:00:00,0.0,2224602.295024706,0.011806981779275082 
 07/25  15:00:00,0.0,2330137.432105101,0.014983850273438557 
 07/25  16:00:00,0.0,2369868.175358317,0.023256831462383409 
 07/25  17:00:00,0.0,2462395.5900056429,0.04407653412810961 
 07/25  18:00:00,0.0,2347940.8264875786,0.02598318668525013 
 07/25  19:00:00,0.0,2384884.7495208794,0.006921751638357031 
 07/25  20:00:00,0.0,2322269.7164742068,-0.018983181940222524 
 07/25  21:00:00,0.0,2226338.4350063779,-0.04159375096819372 
 07/25  22:00:00,0.0,2141389.1052179986,-0.05390534868636074 
 07/25  23:00:00,0.0,3313041.8652390528,-0.005416884374149673 
 07/25  24:00:00,0.0,3631649.831927377,0.0920018128149233 
 07/26  01:00:00,0.0,3434788.1484034659,0.10183117098114869 
 07/26  02:00:00,0.0,3229854.792447289,0.11351267693482108 
 07/26  03:00:00,0.0,2985596.1296673088,0.12178561216280035 
 07/26  04:00:00,0.0,2701219.640586327,0.12418144808571175 
 07/26  05:00:00,0.0,2397136.3539141535,0.12593524107570415 
 07/26  06:00:00,0.0,2094775.876692103,0.12414364650673482 
 07/26  07:00:00,0.0,1911064.2267805988,0.1183996651316892 
 07/26  08:00:00,0.0,1963810.799575935,0.11158557309884604 
 07/26  09:00:00,0.0,2399851.5610132126,0.10418965017899047 
 07/26  10:00:00,0.0,2885821.835634793,0.09734927037650487 
 07/26  11:00:00,0.0,3346734.0292552805,0.0764744909887327 
 07/26  12:00:00,0.0,2860650.2587104316,0.04270093174804642 
 07/26  13:00:00,0.0,1767324.722175954,-0.0528848166906882 
 07/26  14:00:00,0.0,1760445.98576091,-0.0855869124716555 
 07/26  15:00:00,0.0,1936687.623689763,-0.08374052090712836 
 07/26  16:00:00,0.0,2195823.9223779106,-0.05982925791468407 
 07/26  17:00:00,0.0,2356946.6962321356,-0.035804623560277037 
 07/26  18:00:00,0.0,2334535.400768339,-0.02351214054474815 
 07/26  19:00:00,0.0,2367057.2621259859,-0.02717140257776947 
 07/26  20:00:00,0.0,2161092.802138584,-0.06158721252392932 
 07/26  21:00:00,0.0,1976843.3014809134,-0.07817763374426448 
 07/26  22:00:00,0.0,1854638.99050423,-0.08657778970091908 
 07/26  23:00:00,0.0,1841447.5756039979,-0.09033407106592133 
 07/26  24:00:00,0.0,3340636.6230281305,-0.021253535348817355 
 07/27  01:00:00,0.0,3336569.694870431,0.03609549791441894 
 07/27  02:00:00,0.0,3136436.1172848606,0.04555715106274076 
 07/27  03:00:00,0.0,2889942.721761571,0.05365292819737257 
 07/27  04:00:00,0.0,2603603.624606364,0.05909502309434286 
 07/27  05:00:00,0.0,2304256.226553092,0.06347335079047141 
 07/27  06:00:00,0.0,2023668.1735825749,0.06343452474724207 
 07/27  07:00:00,0.0,0.0,0.21225041950362967 
 07/27  08:00:00,0.0,0.0,0.2968111602436362 
 07/27  09:00:00,0.0,0.0,0.3489164020626054 
 07/27  10:00:00,0.0,0.0,0.46685574798237386 
 07/27  11:00:00,0.0,0.0,0.6565520021458302 
 07/27  12:00:00,0.0,0.0,0.8530042406420395 
 07/27  13:00:00,0.0,0.0,1.0319707202454436 
 07/27  14:00:00,0.0,0.0,1.196985183583695 
 07/27  15:00:00,0.0,0.0,1.345057436489616 
 07/27  16:00:00,0.0,0.0,1.4933343903116603 
 07/27  17:00:00,0.0,0.0,1.6017206225180348 
 07/27  18:00:00,0.0,0.0,1.6875302210057966 
 07/27  19:00:00,0.0,0.0,1.7477557279553993 
 07/27  20:00:00,0.0,0.0,1.7137914935181358 
 07/27  21:00:00,0.0,3519020.796981415,0.50963017419932 
 07/27  22:00:00,0.0,2773589.78068388,0.05225478023531441 
 07/27  23:00:00,0.0,2677224.1884440525,0.03482158734758504 
 07/27  24:00:00,0.0,2313986.6845974826,0.033656098267432727 
 07/28  01:00:00,0.0,2296848.4910420065,0.038080606805361728 
 07/28  02:00:00,0.0,2226000.786653438,0.033190340832128548 
 07/28  03:00:00,0.0,3018769.152737897,0.049849794912083539 
 07/28  04:00:00,0.0,4249734.924691694,0.17818710191895985 
 07/28  05:00:00,0.0,3782813.2780416759,0.1757531729284786 
 07/28  06:00:00,0.0,3443765.240721179,0.17399041677537764 
 07/28  07:00:00,0.0,0.0,0.46935577794227248 
 07/28  08:00:00,0.0,0.0,0.658196249551195 
 07/28  09:00:00,0.0,0.0,0.7356534300420715 
 07/28  10:00:00,0.0,0.0,0.8648567367043849 
 07/28  11:00:00,0.0,0.0,1.0092198792406014 
 07/28  12:00:00,0.0,0.0,1.144778732553252 
 07/28  13:00:00,0.0,0.0,1.2835428841005244 
 07/28  14:00:00,0.0,0.0,1.4120866879804473 
 07/28  15:00:00,0.0,0.0,1.5696795722082989 
 07/28  16:00:00,0.0,0.0,1.7576905495157798 
 07/28  17:00:00,0.0,0.0,1.8994580319966128 
 07/28  18:00:00,0.0,0.0,1.9647059181409624 
 07/28  19:00:00,0.0,0.0,2.024035620008019 
 07/28  20:00:00,0.0,0.0,1.9930630934927443 
 07/28  21:00:00,0.0,4225022.631360643,0.6805132017475781 
 07/28  22:00:00,0.0,3231608.0734466325,0.165652905213248 
 07/28  23:00:00,0.0,3132018.298119777,0.14757927660435148 
 07/28  24:00:00,0.0,2812573.3498726387,0.1373088049986249 
 07/29  01:00:00,0.0,2757648.4021964978,0.129528451813761 
 07/29  02:00:00,0.0,2681397.306032025,0.12028834552245457 
 07/29  03:00:00,0.0,2576503.337713198,0.10839284572170494 
 07/29  04:00:00,0.0,2459353.145967989,0.09604113126245756 
 07/29  05:00:00,0.0,4314718.169003326,0.17707920011002144 
 07/29  06:00:00,0.0,4229123.251605405,0.2368067132123474 
 07/29  07:00:00,0.0,0.0,0.6151465153154391 
 07/29  08:00:00,0.0,0.0,0.8390489539634259 
 07/29  09:00:00,0.0,0.0,0.8903324982840168 
 07/29  10:00:00,0.0,0.0,0.973683004101761 
 07/29  11:00:00,0.0,0.0,1.0876150667204175 
 07/29  12:00:00,0.0,0.0,1.2218055596585156 
 07/29  13:00:00,0.0,0.0,1.3501425071315359 
 07/29  14:00:00,0.0,0.0,1.4914645398696723 
 07/29  15:00:00,0.0,0.0,1.6699665237315032 
 07/29  16:00:00,0.0,0.0,1.9223861932730667 
 07/29  17:00:00,0.0,0.0,2.074980566092651 
 07/29  18:00:00,0.0,0.0,2.0248828477648388 
 07/29  19:00:00,0.0,0.0,1.9369881614809908 
 07/29  20:00:00,0.0,0.0,1.828989248479533 
 07/29  21:00:00,0.0,3867762.3142795145,0.6467175500750453 
 07/29  22:00:00,0.0,3223743.101383564,0.18723525931257715 
 07/29  23:00:00,0.0,3120231.7841434737,0.14848183868691162 
 07/29  24:00:00,0.0,2719978.5785924906,0.12461266624338136 
 07/30  01:00:00,0.0,2623111.6535300475,0.11732375942231399 
 07/30  02:00:00,0.0,2549980.723396297,0.11616394577665368 
 07/30  03:00:00,0.0,4422849.203326775,0.1999396389112441 
 07/30  04:00:00,0.0,4414400.1405174,0.23009116205882877 
 07/30  05:00:00,0.0,4085081.677922765,0.22603589314650869 
 07/30  06:00:00,0.0,3768152.5554462007,0.2224049496019359 
 07/30  07:00:00,0.0,0.0,0.5807995055164421 
 07/30  08:00:00,0.0,0.0,0.8097343008708282 
 07/30  09:00:00,0.0,0.0,0.8982627728276951 
 07/30  10:00:00,0.0,0.0,1.0294088822847685 
 07/30  11:00:00,0.0,0.0,1.1658772178874988 
 07/30  12:00:00,0.0,0.0,1.2875615716729688 
 07/30  13:00:00,0.0,0.0,1.391615991872242 
 07/30  14:00:00,0.0,0.0,1.5142349645083662 
 07/30  15:00:00,0.0,0.0,1.6630600755109393 
 07/30  16:00:00,0.0,0.0,1.8420348042046305 
 07/30  17:00:00,0.0,0.0,2.0316240677324588 
 07/30  18:00:00,0.0,0.0,2.1273146704370369 
 07/30  19:00:00,0.0,0.0,2.1449643026017934 
 07/30  20:00:00,0.0,0.0,2.122543632355662 
